Log Date and Time Tue, 31 Mar 2009 16:21:47
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '64.2', '62.8', '64.2', 'Mon, 30 Mar 2009 21:54:29', '733496.91284070781')
(276, '63.7', '62.6', '63.7', 'Mon, 30 Mar 2009 22:40:30', '733496.94479654881')
(277, '64.0', '62.6', '64.0', 'Mon, 30 Mar 2009 22:40:40', '733496.94491243595')
(278, '64.0', '62.4', '64.0', 'Mon, 30 Mar 2009 22:40:50', '733496.94502813718')
(279, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:41:00', '733496.94514402538')
(280, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:41:10', '733496.94525972765')
(281, '63.7', '62.6', '63.7', 'Mon, 30 Mar 2009 22:41:20', '733496.94537561247')
(282, '63.7', '62.6', '63.7', 'Mon, 30 Mar 2009 22:41:30', '733496.94549131428')
(283, '64.0', '62.4', '64.0', 'Mon, 30 Mar 2009 22:41:40', '733496.94560720120')
(284, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:41:50', '733496.94572290301')
(285, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:42:00', '733496.94583879143')
(286, '64.0', '62.4', '64.0', 'Mon, 30 Mar 2009 22:42:10', '733496.94595449150')
(287, '63.7', '62.6', '63.7', 'Mon, 30 Mar 2009 22:42:20', '733496.94607037923')
(288, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:42:30', '733496.94618608011')
(289, '63.7', '62.6', '63.7', 'Mon, 30 Mar 2009 22:42:40', '733496.94630196691')
(290, '64.0', '62.4', '64.0', 'Mon, 30 Mar 2009 22:42:50', '733496.94641766837')
(291, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:43:00', '733496.94653355668')
(292, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:43:10', '733496.94664925709')
(293, '64.0', '62.4', '64.0', 'Mon, 30 Mar 2009 22:43:20', '733496.94676514389')
(294, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:43:30', '733496.94688084547')
(295, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:43:40', '733496.94699673250')
(296, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:43:50', '733496.94711243408')
(297, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:00', '733496.94722832227')
(298, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:10', '733496.94734402304')
(299, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:20', '733496.94745990960')
(300, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:30', '733496.94757561130')
(301, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:40', '733496.94769149821')
(302, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:44:50', '733496.94780719990')
(303, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:00', '733496.94792308821')
(304, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:10', '733496.94803878840')
(305, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:20', '733496.94815449009')
(306, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:30', '733496.94827037817')
(307, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:40', '733496.94838607847')
(308, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:45:50', '733496.94850196550')
(309, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:00', '733496.94861766882')
(310, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:10', '733496.94873355422')
(311, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:20', '733496.94884925568')
(312, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:30', '733496.94896514295')
(313, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:40', '733496.94908084394')
(314, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:46:50', '733496.94919673121')
(315, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:00', '733496.94931243418')
(316, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:10', '733496.94942831981')
(317, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:20', '733496.94954402174')
(318, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:30', '733496.94965990831')
(319, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:40', '733496.94977560989')
(320, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:47:50', '733496.94989131182')
(321, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:00', '733496.95000719978')
(322, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:10', '733496.95012290031')
(323, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:20', '733496.95023860212')
(324, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:30', '733496.95035430382')
(325, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:40', '733496.95047019084')
(326, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:48:50', '733496.95058589301')
(327, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:00', '733496.95070159482')
(328, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:10', '733496.95081748080')
(329, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:20', '733496.95093318215')
(330, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:30', '733496.95104888396')
(331, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:40', '733496.95116458507')
(332, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:49:50', '733496.95128028677')
(333, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:50:00', '733496.95139617508')
(334, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:50:10', '733496.95151187549')
(335, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:50:20', '733496.95162757684')
(336, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:50:30', '733496.95174327935')
(337, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:50:40', '733496.95185916557')
(338, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:50:50', '733496.95197486714')
(339, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:00', '733496.95209057012')
(340, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:10', '733496.95220627089')
(341, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:20', '733496.95232215873')
(342, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:30', '733496.95243785926')
(343, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:40', '733496.95255356072')
(344, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:51:50', '733496.95266926242')
(345, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:52:00', '733496.95278515061')
(346, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:52:10', '733496.95290085126')
(347, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:52:20', '733496.95301655261')
(348, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:52:30', '733496.95313225477')
(349, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:52:40', '733496.95324814145')
(350, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:52:50', '733496.95336384291')
(351, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:53:00', '733496.95347954589')
(352, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:53:10', '733496.95359524642')
(353, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:53:20', '733496.95371113322')
(354, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:53:30', '733496.95382683538')
(355, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:53:40', '733496.95394253661')
(356, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:53:50', '733496.95405823831')
(357, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:00', '733496.95417412638')
(358, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:10', '733496.95428982668')
(359, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:20', '733496.95440552838')
(360, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:30', '733496.95452123007')
(361, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:40', '733496.95463711675')
(362, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:54:50', '733496.95475281938')
(363, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:55:00', '733496.95486852177')
(364, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:55:10', '733496.95498422231')
(365, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:55:20', '733496.95510010899')
(366, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:55:30', '733496.95521581068')
(367, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:55:40', '733496.95533151214')
(368, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:55:50', '733496.95544721372')
(369, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:56:00', '733496.95556310203')
(370, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:56:10', '733496.95567880280')
(371, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:56:20', '733496.95579468925')
(372, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:56:30', '733496.95591039106')
(373, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:56:40', '733496.95602609287')
(374, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:56:50', '733496.95614198165')
(375, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:57:00', '733496.95625768241')
(376, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:57:10', '733496.95637356804')
(377, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:57:20', '733496.95648926974')
(378, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:57:30', '733496.95660497155')
(379, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:57:40', '733496.95672085823')
(380, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:57:50', '733496.95683656097')
(381, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:58:00', '733496.95695226290')
(382, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 22:58:10', '733496.95706796343')
(383, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:58:20', '733496.95718385023')
(384, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:58:30', '733496.95729955181')
(385, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:58:40', '733496.95741525362')
(386, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:58:50', '733496.95753095520')
(387, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:59:00', '733496.95764684351')
(388, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:59:10', '733496.95776254381')
(389, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 22:59:20', '733496.95787824574')
(390, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:59:30', '733496.95799394720')
(391, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 22:59:40', '733496.95810983400')
(392, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 22:59:50', '733496.95822553651')
(393, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 23:00:00', '733496.95834123879')
(394, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:00:10', '733496.95845693909')
(395, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:00:20', '733496.95857282588')
(396, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:00:30', '733496.95868852758')
(397, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:00:40', '733496.95880422927')
(398, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:00:50', '733496.95891993085')
(399, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:01:00', '733496.95903581905')
(400, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:01:10', '733496.95915151946')
(401, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:01:20', '733496.95926722093')
(402, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:01:30', '733496.95938292285')
(403, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:01:40', '733496.95949880965')
(404, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:01:50', '733496.95961451146')
(405, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 23:02:00', '733496.95973021490')
(406, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:02:10', '733496.95984591474')
(407, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 23:02:20', '733496.95996180270')
(408, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:02:30', '733496.96007750346')
(409, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:02:40', '733496.96019320493')
(410, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:02:50', '733496.96030890662')
(411, '63.7', '62.4', '63.7', 'Mon, 30 Mar 2009 23:03:00', '733496.96042479458')
(412, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:03:10', '733496.96054049523')
(413, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:03:20', '733496.96065619681')
(414, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:03:30', '733496.96077189839')
(415, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:03:40', '733496.96088778519')
(416, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:03:50', '733496.96100348688')
(417, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:04:00', '733496.96111918974')
(418, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:04:10', '733496.96123489039')
(419, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:04:20', '733496.96135077719')
(420, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:04:30', '733496.96146647900')
(421, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:04:40', '733496.96158218081')
(422, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:04:50', '733496.96169788239')
(423, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:00', '733496.96181377023')
(424, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:10', '733496.96192947100')
(425, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:20', '733496.96204535826')
(426, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:30', '733496.96216105949')
(427, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:40', '733496.96227694640')
(428, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:05:50', '733496.96239264775')
(429, '63.5', '62.4', '63.5', 'Mon, 30 Mar 2009 23:06:00', '733496.96250853618')
(430, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:06:10', '733496.96262423648')
(431, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:06:20', '733496.96273993806')
(432, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:06:30', '733496.96285563963')
(433, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:06:40', '733496.96297152666')
(434, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:06:50', '733496.96308722824')
(435, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:00', '733496.96320311655')
(436, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:10', '733496.96331881685')
(437, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:20', '733496.96343470388')
(438, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:30', '733496.96355040546')
(439, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:40', '733496.96366629214')
(440, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:07:50', '733496.96378199430')
(441, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:00', '733496.96389788215')
(442, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:10', '733496.96401358256')
(443, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:20', '733496.96412946947')
(444, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:30', '733496.96424517105')
(445, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:40', '733496.96436105820')
(446, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:08:50', '733496.96447675955')
(447, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:09:00', '733496.96459264774')
(448, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:09:10', '733496.96470834815')
(449, '63.7', '62.1', '63.7', 'Mon, 30 Mar 2009 23:09:20', '733496.96482423507')
(450, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:09:30', '733496.96493993700')
(451, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:09:40', '733496.96505582379')
(452, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:09:50', '733496.96517152584')
(453, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:00', '733496.96528741368')
(454, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:10', '733496.96540311398')
(455, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:20', '733496.96551900078')
(456, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:30', '733496.96563470236')
(457, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:40', '733496.96575058927')
(458, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:10:50', '733496.96586629085')
(459, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:00', '733496.96598217916')
(460, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:10', '733496.96609787946')
(461, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:20', '733496.96621376660')
(462, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:30', '733496.96632946853')
(463, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:40', '733496.96644535474')
(464, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:11:50', '733496.96656105667')
(465, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:00', '733496.96667694475')
(466, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:10', '733496.96679264528')
(467, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:20', '733496.96690853208')
(468, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:30', '733496.96702423401')
(469, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:40', '733496.96714012069')
(470, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:12:50', '733496.96725582238')
(471, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:00', '733496.96737171046')
(472, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:10', '733496.96748741076')
(473, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:20', '733496.96760329767')
(474, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:30', '733496.96771899937')
(475, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:40', '733496.96783488675')
(476, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:13:50', '733496.96795058786')
(477, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:00', '733496.96806647594')
(478, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:10', '733496.96818217810')
(479, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:20', '733496.96829806326')
(480, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:30', '733496.96841381141')
(481, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:40', '733496.96852965187')
(482, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:14:50', '733496.96864535369')
(483, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:00', '733496.96876124199')
(484, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:10', '733496.96887698839')
(485, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:20', '733496.96899283025')
(486, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:30', '733496.96910853055')
(487, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:40', '733496.96922441735')
(488, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:15:50', '733496.96934016538')
(489, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:00', '733496.96945600712')
(490, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:10', '733496.96957170765')
(491, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:21', '733496.96968759457')
(492, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:31', '733496.96980334271')
(493, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:41', '733496.96991918329')
(494, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:16:51', '733496.97003488487')
(495, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:01', '733496.97015077190')
(496, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:11', '733496.97026651970')
(497, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:21', '733496.97038217494')
(498, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:31', '733496.97049806197')
(499, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:41', '733496.97061394877')
(500, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:17:51', '733496.97072969668')
(501, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:01', '733496.97084535216')
(502, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:11', '733496.97096123896')
(503, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:21', '733496.97107698710')
(504, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:31', '733496.97119287390')
(505, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:41', '733496.97130852914')
(506, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:18:51', '733496.97142441594')
(507, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:19:01', '733496.97154016409')
(508, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:19:11', '733496.97165605088')
(509, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:19:21', '733496.97177170624')
(510, '63.3', '62.1', '63.3', 'Mon, 30 Mar 2009 23:19:31', '733496.97188759339')
(511, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:19:41', '733496.97200334107')
(512, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:19:51', '733496.97211922798')
(513, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:01', '733496.97223488346')
(514, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:11', '733496.97235077026')
(515, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:21', '733496.97246651840')
(516, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:31', '733496.97258240520')
(517, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:41', '733496.97269810690')
(518, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:20:51', '733496.97281394736')
(519, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:01', '733496.97292969550')
(520, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:11', '733496.97304558218')
(521, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:21', '733496.97316128388')
(522, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:31', '733496.97327712446')
(523, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:41', '733496.97339287249')
(524, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:21:51', '733496.97350875905')
(525, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:22:01', '733496.97362446203')
(526, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:22:11', '733496.97374030261')
(527, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:22:21', '733496.97385604959')
(528, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:22:31', '733496.97397193674')
(529, '63.3', '62.1', '63.3', 'Mon, 30 Mar 2009 23:22:41', '733496.97408763797')
(530, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:22:51', '733496.97420347878')
(531, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:01', '733496.97431922681')
(532, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:11', '733496.97443511395')
(533, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:21', '733496.97455081542')
(534, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:31', '733496.97466665588')
(535, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:41', '733496.97478240496')
(536, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:23:51', '733496.97489829082')
(537, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:24:01', '733496.97501399228')
(538, '63.3', '62.1', '63.3', 'Mon, 30 Mar 2009 23:24:11', '733496.97512983286')
(539, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:24:21', '733496.97524558089')
(540, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:24:31', '733496.97536146780')
(541, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:24:41', '733496.97547717008')
(542, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:24:51', '733496.97559305758')
(543, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:25:01', '733496.97570875799')
(544, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:25:11', '733496.97582464491')
(545, '63.3', '62.1', '63.3', 'Mon, 30 Mar 2009 23:25:21', '733496.97594034672')
(546, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:25:31', '733496.97605623351')
(547, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:25:41', '733496.97617193498')
(548, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:25:51', '733496.97628782177')
(549, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:26:01', '733496.97640352347')
(550, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:26:11', '733496.97651941050')
(551, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:26:21', '733496.97663511208')
(552, '63.5', '62.1', '63.5', 'Mon, 30 Mar 2009 23:26:31', '733496.97675099899')
