Log Date and Time Tue, 05 Aug 2008 08:19:22
Ambient Kiln Date Date2Num

(0, '81.27', '81.27', 'Mon, 04 Aug 2008 14:00:00', '733258.58333628008')
(308, '80.82', '139.46', 'Mon, 04 Aug 2008 14:15:24', '733258.59403129807')
(309, '80.82', '140.14', 'Mon, 04 Aug 2008 14:15:27', '733258.59406610497')
(310, '80.82', '140.14', 'Mon, 04 Aug 2008 14:15:30', '733258.59410073713')
(311, '80.82', '140.14', 'Mon, 04 Aug 2008 14:15:33', '733258.59413554415')
(312, '80.82', '140.83', 'Mon, 04 Aug 2008 14:15:36', '733258.59417036152')
(313, '80.82', '141.53', 'Mon, 04 Aug 2008 14:15:39', '733258.59420498251')
(314, '80.82', '141.53', 'Mon, 04 Aug 2008 14:15:42', '733258.59423980024')
(315, '80.82', '142.21', 'Mon, 04 Aug 2008 14:15:45', '733258.59427460690')
(316, '80.82', '142.21', 'Mon, 04 Aug 2008 14:15:48', '733258.59430923930')
(317, '80.82', '142.90', 'Mon, 04 Aug 2008 14:15:51', '733258.59434404597')
(318, '81.05', '143.13', 'Mon, 04 Aug 2008 14:15:54', '733258.59437867836')
(319, '80.82', '143.60', 'Mon, 04 Aug 2008 14:15:57', '733258.59441348526')
(320, '80.82', '143.60', 'Mon, 04 Aug 2008 14:16:00', '733258.59444810625')
(321, '80.82', '144.28', 'Mon, 04 Aug 2008 14:16:03', '733258.59448292444')
(322, '80.82', '144.28', 'Mon, 04 Aug 2008 14:16:06', '733258.59451754508')
(323, '81.05', '144.52', 'Mon, 04 Aug 2008 14:16:09', '733258.59455236362')
(324, '81.05', '145.20', 'Mon, 04 Aug 2008 14:16:12', '733258.59458698437')
(325, '80.82', '144.97', 'Mon, 04 Aug 2008 14:16:15', '733258.59462180256')
(326, '80.82', '144.97', 'Mon, 04 Aug 2008 14:16:18', '733258.59465642343')
(327, '80.82', '145.65', 'Mon, 04 Aug 2008 14:16:21', '733258.59469124174')
(328, '80.82', '146.35', 'Mon, 04 Aug 2008 14:16:24', '733258.59472586203')
(329, '81.05', '146.59', 'Mon, 04 Aug 2008 14:16:27', '733258.59476068045')
(330, '80.82', '147.04', 'Mon, 04 Aug 2008 14:16:30', '733258.59479530144')
(331, '80.82', '147.04', 'Mon, 04 Aug 2008 14:16:33', '733258.59483011963')
(332, '80.82', '147.72', 'Mon, 04 Aug 2008 14:16:36', '733258.59486492560')
(333, '80.82', '147.72', 'Mon, 04 Aug 2008 14:16:39', '733258.59489955881')
(334, '81.05', '148.64', 'Mon, 04 Aug 2008 14:16:42', '733258.59493436455')
(335, '80.82', '148.41', 'Mon, 04 Aug 2008 14:16:45', '733258.59496899787')
(336, '80.82', '149.79', 'Mon, 04 Aug 2008 14:16:48', '733258.59500380396')
(337, '80.82', '149.11', 'Mon, 04 Aug 2008 14:16:51', '733258.59503843694')
(338, '81.05', '149.34', 'Mon, 04 Aug 2008 14:16:54', '733258.59507324302')
(339, '81.05', '150.03', 'Mon, 04 Aug 2008 14:16:57', '733258.59510787623')
(340, '80.82', '150.48', 'Mon, 04 Aug 2008 14:17:00', '733258.59514268232')
(341, '80.82', '150.48', 'Mon, 04 Aug 2008 14:17:03', '733258.59517730377')
(342, '80.82', '151.18', 'Mon, 04 Aug 2008 14:17:06', '733258.59521212126')
(343, '80.82', '151.18', 'Mon, 04 Aug 2008 14:17:09', '733258.59524674271')
(344, '80.82', '151.18', 'Mon, 04 Aug 2008 14:17:12', '733258.59528155997')
(345, '80.82', '151.86', 'Mon, 04 Aug 2008 14:17:15', '733258.59531618201')
(346, '81.05', '152.10', 'Mon, 04 Aug 2008 14:17:18', '733258.59535099915')
(347, '81.05', '152.78', 'Mon, 04 Aug 2008 14:17:21', '733258.59538562060')
(348, '80.82', '152.55', 'Mon, 04 Aug 2008 14:17:24', '733258.59542043833')
(349, '80.82', '152.55', 'Mon, 04 Aug 2008 14:17:27', '733258.59545505978')
(350, '81.05', '153.46', 'Mon, 04 Aug 2008 14:17:30', '733258.59548987739')
(351, '80.82', '153.23', 'Mon, 04 Aug 2008 14:17:33', '733258.59552449896')
(352, '80.82', '153.93', 'Mon, 04 Aug 2008 14:17:36', '733258.59555931645')
(353, '81.05', '154.17', 'Mon, 04 Aug 2008 14:17:39', '733258.59559393802')
(354, '80.82', '153.93', 'Mon, 04 Aug 2008 14:17:42', '733258.59562875563')
(355, '80.82', '154.62', 'Mon, 04 Aug 2008 14:17:45', '733258.59566337720')
(356, '80.82', '154.62', 'Mon, 04 Aug 2008 14:17:48', '733258.59569819493')
(357, '80.82', '155.30', 'Mon, 04 Aug 2008 14:17:51', '733258.59573281626')
(358, '80.82', '155.30', 'Mon, 04 Aug 2008 14:17:54', '733258.59576763387')
(359, '80.82', '156.00', 'Mon, 04 Aug 2008 14:17:57', '733258.59580244031')
(360, '80.82', '156.00', 'Mon, 04 Aug 2008 14:18:00', '733258.59583707317')
(361, '80.82', '156.69', 'Mon, 04 Aug 2008 14:18:03', '733258.59587187937')
(362, '80.82', '157.37', 'Mon, 04 Aug 2008 14:18:06', '733258.59590650001')
(363, '80.82', '157.37', 'Mon, 04 Aug 2008 14:18:09', '733258.59594131843')
(364, '80.82', '158.07', 'Mon, 04 Aug 2008 14:18:12', '733258.59597593918')
(365, '81.05', '158.31', 'Mon, 04 Aug 2008 14:18:15', '733258.59601075749')
(366, '80.82', '158.76', 'Mon, 04 Aug 2008 14:18:18', '733258.59604537860')
(367, '80.82', '158.76', 'Mon, 04 Aug 2008 14:18:21', '733258.59608019667')
(368, '81.05', '159.67', 'Mon, 04 Aug 2008 14:18:24', '733258.59611481754')
(369, '80.82', '159.44', 'Mon, 04 Aug 2008 14:18:27', '733258.59614963585')
(370, '81.05', '159.67', 'Mon, 04 Aug 2008 14:18:30', '733258.59618425684')
(371, '80.82', '160.14', 'Mon, 04 Aug 2008 14:18:33', '733258.59621907515')
(372, '80.82', '160.83', 'Mon, 04 Aug 2008 14:18:36', '733258.59625369590')
(373, '80.82', '160.83', 'Mon, 04 Aug 2008 14:18:39', '733258.59628851409')
(374, '80.82', '161.51', 'Mon, 04 Aug 2008 14:18:42', '733258.59632331971')
(375, '80.82', '161.51', 'Mon, 04 Aug 2008 14:18:45', '733258.59635795327')
(376, '80.82', '161.51', 'Mon, 04 Aug 2008 14:18:48', '733258.59639275889')
(377, '80.82', '161.51', 'Mon, 04 Aug 2008 14:18:51', '733258.59642739245')
(378, '80.82', '162.90', 'Mon, 04 Aug 2008 14:18:54', '733258.59646219795')
(379, '80.82', '162.21', 'Mon, 04 Aug 2008 14:18:57', '733258.59649683104')
(380, '80.82', '162.21', 'Mon, 04 Aug 2008 14:19:00', '733258.59653163701')
(381, '80.82', '162.90', 'Mon, 04 Aug 2008 14:19:03', '733258.59656627045')
(382, '81.05', '163.13', 'Mon, 04 Aug 2008 14:19:06', '733258.59660107631')
(383, '80.82', '163.58', 'Mon, 04 Aug 2008 14:19:09', '733258.59663570940')
(384, '80.82', '163.58', 'Mon, 04 Aug 2008 14:19:12', '733258.59667051525')
(385, '80.82', '163.58', 'Mon, 04 Aug 2008 14:19:15', '733258.59670514846')
(386, '80.82', '164.28', 'Mon, 04 Aug 2008 14:19:18', '733258.59673995466')
(387, '80.82', '164.28', 'Mon, 04 Aug 2008 14:19:21', '733258.59677457612')
(388, '80.82', '164.28', 'Mon, 04 Aug 2008 14:19:24', '733258.59680939361')
(389, '80.82', '164.97', 'Mon, 04 Aug 2008 14:19:27', '733258.59684401529')
(390, '80.82', '164.97', 'Mon, 04 Aug 2008 14:19:30', '733258.59687883279')
(391, '81.05', '165.20', 'Mon, 04 Aug 2008 14:19:33', '733258.59691363969')
(392, '80.82', '164.97', 'Mon, 04 Aug 2008 14:19:36', '733258.59694827138')
(393, '80.82', '165.65', 'Mon, 04 Aug 2008 14:19:39', '733258.59698307805')
(394, '80.82', '164.97', 'Mon, 04 Aug 2008 14:19:42', '733258.59701771045')
(395, '80.82', '165.65', 'Mon, 04 Aug 2008 14:19:45', '733258.59705251723')
(396, '80.82', '166.35', 'Mon, 04 Aug 2008 14:19:48', '733258.59708714974')
(397, '80.82', '167.04', 'Mon, 04 Aug 2008 14:19:51', '733258.59712195653')
(398, '80.82', '167.04', 'Mon, 04 Aug 2008 14:19:54', '733258.59715658880')
(399, '80.82', '167.04', 'Mon, 04 Aug 2008 14:19:57', '733258.59719139559')
(400, '80.82', '167.04', 'Mon, 04 Aug 2008 14:20:00', '733258.59722602810')
(401, '80.82', '167.74', 'Mon, 04 Aug 2008 14:20:03', '733258.59726083500')
(402, '80.82', '167.74', 'Mon, 04 Aug 2008 14:20:06', '733258.59729546704')
(403, '80.82', '167.74', 'Mon, 04 Aug 2008 14:20:09', '733258.59733027394')
(404, '80.82', '167.74', 'Mon, 04 Aug 2008 14:20:12', '733258.59736489470')
(405, '80.82', '168.42', 'Mon, 04 Aug 2008 14:20:15', '733258.59739971324')
(406, '80.82', '168.42', 'Mon, 04 Aug 2008 14:20:18', '733258.59743451921')
(407, '80.82', '169.11', 'Mon, 04 Aug 2008 14:20:21', '733258.59746915183')
(408, '80.82', '169.79', 'Mon, 04 Aug 2008 14:20:24', '733258.59750395815')
(409, '80.82', '169.79', 'Mon, 04 Aug 2008 14:20:27', '733258.59753859090')
(410, '81.05', '170.02', 'Mon, 04 Aug 2008 14:20:30', '733258.59757339698')
(411, '81.05', '170.73', 'Mon, 04 Aug 2008 14:20:33', '733258.59760803008')
(412, '80.82', '170.49', 'Mon, 04 Aug 2008 14:20:36', '733258.59764283581')
(413, '80.82', '170.49', 'Mon, 04 Aug 2008 14:20:39', '733258.59767746925')
(414, '80.82', '171.18', 'Mon, 04 Aug 2008 14:20:42', '733258.59771227499')
(415, '81.05', '171.41', 'Mon, 04 Aug 2008 14:20:45', '733258.59774690925')
(416, '80.82', '171.88', 'Mon, 04 Aug 2008 14:20:48', '733258.59778171440')
(417, '80.82', '172.56', 'Mon, 04 Aug 2008 14:20:51', '733258.59781634761')
(418, '81.05', '172.11', 'Mon, 04 Aug 2008 14:20:54', '733258.59785115335')
(419, '80.82', '172.56', 'Mon, 04 Aug 2008 14:20:57', '733258.59788578667')
(420, '81.05', '172.80', 'Mon, 04 Aug 2008 14:21:00', '733258.59792059264')
(421, '81.05', '173.48', 'Mon, 04 Aug 2008 14:21:03', '733258.59795541118')
(422, '80.82', '173.25', 'Mon, 04 Aug 2008 14:21:06', '733258.59799003124')
(423, '80.82', '173.95', 'Mon, 04 Aug 2008 14:21:09', '733258.59802483860')
(424, '80.82', '173.95', 'Mon, 04 Aug 2008 14:21:12', '733258.59805947042')
(425, '81.05', '174.87', 'Mon, 04 Aug 2008 14:21:15', '733258.59809427732')
(426, '80.82', '174.63', 'Mon, 04 Aug 2008 14:21:18', '733258.59812890959')
(427, '81.05', '175.55', 'Mon, 04 Aug 2008 14:21:21', '733258.59816371638')
(428, '81.05', '174.87', 'Mon, 04 Aug 2008 14:21:24', '733258.59819834866')
(429, '80.82', '175.32', 'Mon, 04 Aug 2008 14:21:27', '733258.59823315556')
(430, '80.82', '175.32', 'Mon, 04 Aug 2008 14:21:30', '733258.59826778795')
(431, '80.82', '174.63', 'Mon, 04 Aug 2008 14:21:33', '733258.59830259520')
(432, '80.82', '176.02', 'Mon, 04 Aug 2008 14:21:36', '733258.59833722678')
(433, '80.82', '176.02', 'Mon, 04 Aug 2008 14:21:39', '733258.59837203403')
(434, '80.82', '176.70', 'Mon, 04 Aug 2008 14:21:42', '733258.59840666607')
(435, '81.05', '176.25', 'Mon, 04 Aug 2008 14:21:45', '733258.59844147298')
(436, '80.82', '176.70', 'Mon, 04 Aug 2008 14:21:48', '733258.59847629059')
(437, '80.82', '176.70', 'Mon, 04 Aug 2008 14:21:51', '733258.59851091180')
(438, '80.82', '177.40', 'Mon, 04 Aug 2008 14:21:54', '733258.59854572953')
(439, '80.82', '177.40', 'Mon, 04 Aug 2008 14:21:57', '733258.59858035087')
(440, '80.82', '178.09', 'Mon, 04 Aug 2008 14:22:00', '733258.59861516836')
(441, '80.82', '177.40', 'Mon, 04 Aug 2008 14:22:03', '733258.59864979004')
(442, '80.82', '178.09', 'Mon, 04 Aug 2008 14:22:06', '733258.59868459566')
(443, '80.82', '178.09', 'Mon, 04 Aug 2008 14:22:09', '733258.59871922922')
(444, '80.82', '178.79', 'Mon, 04 Aug 2008 14:22:12', '733258.59875403484')
(445, '80.82', '178.79', 'Mon, 04 Aug 2008 14:22:15', '733258.59878866829')
(446, '81.05', '179.02', 'Mon, 04 Aug 2008 14:22:18', '733258.59882347414')
(447, '80.82', '179.47', 'Mon, 04 Aug 2008 14:22:21', '733258.59885810735')
(448, '81.05', '179.71', 'Mon, 04 Aug 2008 14:22:24', '733258.59889291332')
(449, '81.05', '179.71', 'Mon, 04 Aug 2008 14:22:27', '733258.59892754664')
(450, '80.82', '179.47', 'Mon, 04 Aug 2008 14:22:30', '733258.59896235238')
(451, '81.05', '179.71', 'Mon, 04 Aug 2008 14:22:33', '733258.59899698570')
(452, '80.82', '180.16', 'Mon, 04 Aug 2008 14:22:36', '733258.59903179109')
(453, '81.05', '180.39', 'Mon, 04 Aug 2008 14:22:39', '733258.59906661010')
(454, '80.82', '180.86', 'Mon, 04 Aug 2008 14:22:42', '733258.59910123004')
(455, '80.82', '180.86', 'Mon, 04 Aug 2008 14:22:45', '733258.59913604893')
(456, '80.82', '181.54', 'Mon, 04 Aug 2008 14:22:48', '733258.59917066933')
(457, '81.05', '181.78', 'Mon, 04 Aug 2008 14:22:51', '733258.59920548787')
(458, '80.82', '181.54', 'Mon, 04 Aug 2008 14:22:54', '733258.59924010839')
(459, '80.82', '181.54', 'Mon, 04 Aug 2008 14:22:57', '733258.59927492694')
(460, '80.82', '181.54', 'Mon, 04 Aug 2008 14:23:00', '733258.59930954769')
(461, '80.82', '182.23', 'Mon, 04 Aug 2008 14:23:03', '733258.59934436611')
(462, '81.05', '182.46', 'Mon, 04 Aug 2008 14:23:06', '733258.59937898675')
(463, '80.82', '182.93', 'Mon, 04 Aug 2008 14:23:09', '733258.59941380529')
(464, '81.05', '182.46', 'Mon, 04 Aug 2008 14:23:12', '733258.59944842558')
(465, '81.05', '183.16', 'Mon, 04 Aug 2008 14:23:15', '733258.59948323283')
(466, '81.05', '183.85', 'Mon, 04 Aug 2008 14:23:18', '733258.59951786487')
(467, '80.82', '182.93', 'Mon, 04 Aug 2008 14:23:21', '733258.59955267224')
(468, '80.82', '184.32', 'Mon, 04 Aug 2008 14:23:24', '733258.59958730417')
(469, '80.82', '184.32', 'Mon, 04 Aug 2008 14:23:27', '733258.59962211119')
(470, '80.82', '184.32', 'Mon, 04 Aug 2008 14:23:30', '733258.59965674265')
(471, '81.05', '184.55', 'Mon, 04 Aug 2008 14:23:33', '733258.59969154978')
(472, '81.05', '185.23', 'Mon, 04 Aug 2008 14:23:36', '733258.59972636716')
(473, '80.82', '185.00', 'Mon, 04 Aug 2008 14:23:39', '733258.59976098896')
(474, '81.05', '185.92', 'Mon, 04 Aug 2008 14:23:42', '733258.59979580611')
(475, '80.82', '185.68', 'Mon, 04 Aug 2008 14:23:45', '733258.59983042802')
(476, '80.82', '186.39', 'Mon, 04 Aug 2008 14:23:48', '733258.59986524540')
(477, '80.82', '187.07', 'Mon, 04 Aug 2008 14:23:51', '733258.59989986720')
(478, '80.82', '186.39', 'Mon, 04 Aug 2008 14:23:54', '733258.59993468446')
(479, '81.05', '187.30', 'Mon, 04 Aug 2008 14:23:57', '733258.59996930638')
(480, '81.05', '187.30', 'Mon, 04 Aug 2008 14:24:00', '733258.60000412387')
(481, '80.82', '187.77', 'Mon, 04 Aug 2008 14:24:03', '733258.60003874544')
(482, '81.05', '188.01', 'Mon, 04 Aug 2008 14:24:06', '733258.60007356270')
(483, '80.82', '187.77', 'Mon, 04 Aug 2008 14:24:09', '733258.60010818462')
(484, '80.82', '187.77', 'Mon, 04 Aug 2008 14:24:12', '733258.60014299047')
(485, '81.05', '188.69', 'Mon, 04 Aug 2008 14:24:15', '733258.60017762333')
(486, '80.82', '188.46', 'Mon, 04 Aug 2008 14:24:18', '733258.60021242907')
(487, '81.05', '188.69', 'Mon, 04 Aug 2008 14:24:21', '733258.60024706239')
(488, '80.82', '188.46', 'Mon, 04 Aug 2008 14:24:24', '733258.60028186813')
(489, '80.82', '189.16', 'Mon, 04 Aug 2008 14:24:27', '733258.60031650146')
(490, '80.82', '189.16', 'Mon, 04 Aug 2008 14:24:30', '733258.60035130731')
(491, '80.82', '189.16', 'Mon, 04 Aug 2008 14:24:33', '733258.60038594063')
(492, '80.82', '189.84', 'Mon, 04 Aug 2008 14:24:36', '733258.60042074637')
(493, '80.82', '189.84', 'Mon, 04 Aug 2008 14:24:39', '733258.60045537970')
(494, '81.05', '190.78', 'Mon, 04 Aug 2008 14:24:42', '733258.60049018566')
(495, '80.82', '190.54', 'Mon, 04 Aug 2008 14:24:45', '733258.60052481899')
(496, '81.05', '191.46', 'Mon, 04 Aug 2008 14:24:48', '733258.60055962473')
(497, '81.05', '190.78', 'Mon, 04 Aug 2008 14:24:51', '733258.60059425805')
(498, '81.05', '191.46', 'Mon, 04 Aug 2008 14:24:54', '733258.60062906379')
(499, '80.82', '191.23', 'Mon, 04 Aug 2008 14:24:57', '733258.60066388245')
(500, '80.82', '191.23', 'Mon, 04 Aug 2008 14:25:00', '733258.60069850308')
(501, '80.82', '191.23', 'Mon, 04 Aug 2008 14:25:03', '733258.60073332116')
(502, '80.82', '191.91', 'Mon, 04 Aug 2008 14:25:06', '733258.60076794168')
(503, '81.05', '192.15', 'Mon, 04 Aug 2008 14:25:09', '733258.60080276022')
(504, '81.05', '192.15', 'Mon, 04 Aug 2008 14:25:12', '733258.60083738074')
(505, '80.82', '192.61', 'Mon, 04 Aug 2008 14:25:15', '733258.60087219928')
(506, '80.82', '192.61', 'Mon, 04 Aug 2008 14:25:18', '733258.60090682004')
(507, '80.82', '193.30', 'Mon, 04 Aug 2008 14:25:21', '733258.60094162694')
(508, '80.82', '192.61', 'Mon, 04 Aug 2008 14:25:24', '733258.60097625898')
(509, '80.82', '193.30', 'Mon, 04 Aug 2008 14:25:27', '733258.60101106600')
(510, '81.05', '193.53', 'Mon, 04 Aug 2008 14:25:30', '733258.60104569828')
(511, '80.82', '193.30', 'Mon, 04 Aug 2008 14:25:33', '733258.60108050529')
(512, '80.82', '193.30', 'Mon, 04 Aug 2008 14:25:36', '733258.60111513722')
(513, '80.82', '194.00', 'Mon, 04 Aug 2008 14:25:39', '733258.60114994424')
(514, '81.05', '194.92', 'Mon, 04 Aug 2008 14:25:42', '733258.60118476173')
(515, '81.05', '194.92', 'Mon, 04 Aug 2008 14:25:45', '733258.60121938307')
(516, '80.82', '194.00', 'Mon, 04 Aug 2008 14:25:48', '733258.60125420045')
(517, '81.05', '194.92', 'Mon, 04 Aug 2008 14:25:51', '733258.60128882201')
(518, '81.05', '194.92', 'Mon, 04 Aug 2008 14:25:54', '733258.60132363951')
(519, '81.05', '195.62', 'Mon, 04 Aug 2008 14:25:57', '733258.60135826119')
(520, '80.82', '196.07', 'Mon, 04 Aug 2008 14:26:00', '733258.60139307869')
(521, '81.05', '195.62', 'Mon, 04 Aug 2008 14:26:03', '733258.60142770037')
(522, '81.05', '196.30', 'Mon, 04 Aug 2008 14:26:06', '733258.60146251763')
(523, '80.82', '196.75', 'Mon, 04 Aug 2008 14:26:09', '733258.60149713955')
(524, '80.82', '196.75', 'Mon, 04 Aug 2008 14:26:12', '733258.60153194529')
(525, '81.05', '196.99', 'Mon, 04 Aug 2008 14:26:15', '733258.60156657873')
(526, '81.05', '196.99', 'Mon, 04 Aug 2008 14:26:18', '733258.60160138470')
(527, '81.05', '197.69', 'Mon, 04 Aug 2008 14:26:21', '733258.60163601779')
(528, '80.82', '197.46', 'Mon, 04 Aug 2008 14:26:24', '733258.60167082364')
(529, '81.05', '196.99', 'Mon, 04 Aug 2008 14:26:27', '733258.60170545697')
(530, '80.82', '197.46', 'Mon, 04 Aug 2008 14:26:30', '733258.60174026247')
(531, '81.05', '198.39', 'Mon, 04 Aug 2008 14:26:33', '733258.60177489650')
(532, '80.82', '198.84', 'Mon, 04 Aug 2008 14:26:36', '733258.60180970130')
(533, '81.05', '198.39', 'Mon, 04 Aug 2008 14:26:39', '733258.60184433486')
(534, '80.82', '198.16', 'Mon, 04 Aug 2008 14:26:42', '733258.60187914059')
(535, '80.82', '198.16', 'Mon, 04 Aug 2008 14:26:45', '733258.60191377392')
(536, '81.05', '199.08', 'Mon, 04 Aug 2008 14:26:48', '733258.60194857954')
(537, '81.05', '199.08', 'Mon, 04 Aug 2008 14:26:51', '733258.60198321310')
(538, '81.05', '199.76', 'Mon, 04 Aug 2008 14:26:54', '733258.60201801884')
(539, '81.05', '199.08', 'Mon, 04 Aug 2008 14:26:57', '733258.60205265216')
(540, '80.82', '199.53', 'Mon, 04 Aug 2008 14:27:00', '733258.60208745801')
(541, '80.82', '199.53', 'Mon, 04 Aug 2008 14:27:03', '733258.60212209146')
(542, '80.82', '199.53', 'Mon, 04 Aug 2008 14:27:06', '733258.60215689708')
(543, '81.05', '199.76', 'Mon, 04 Aug 2008 14:27:09', '733258.60219153063')
(544, '80.82', '200.23', 'Mon, 04 Aug 2008 14:27:12', '733258.60222633625')
(545, '81.05', '199.76', 'Mon, 04 Aug 2008 14:27:15', '733258.60226095829')
(546, '80.82', '200.23', 'Mon, 04 Aug 2008 14:27:18', '733258.60229577578')
(547, '80.82', '200.91', 'Mon, 04 Aug 2008 14:27:21', '733258.60233058233')
(548, '80.82', '200.91', 'Mon, 04 Aug 2008 14:27:24', '733258.60236521391')
(549, '80.82', '200.91', 'Mon, 04 Aug 2008 14:27:27', '733258.60240002105')
(550, '81.05', '201.15', 'Mon, 04 Aug 2008 14:27:30', '733258.60243465321')
(551, '80.82', '201.61', 'Mon, 04 Aug 2008 14:27:33', '733258.60246946011')
(552, '81.05', '201.85', 'Mon, 04 Aug 2008 14:27:36', '733258.60250409215')
(553, '81.05', '201.85', 'Mon, 04 Aug 2008 14:27:39', '733258.60253889940')
(554, '81.05', '201.85', 'Mon, 04 Aug 2008 14:27:42', '733258.60257353145')
(555, '81.05', '201.85', 'Mon, 04 Aug 2008 14:27:45', '733258.60260833846')
(556, '81.05', '202.53', 'Mon, 04 Aug 2008 14:27:48', '733258.60264297051')
(557, '81.05', '202.53', 'Mon, 04 Aug 2008 14:27:51', '733258.60267777764')
(558, '80.82', '202.30', 'Mon, 04 Aug 2008 14:27:54', '733258.60271240980')
(559, '81.05', '203.23', 'Mon, 04 Aug 2008 14:27:57', '733258.60274721670')
(560, '81.05', '203.92', 'Mon, 04 Aug 2008 14:28:00', '733258.60278184898')
(561, '81.05', '203.23', 'Mon, 04 Aug 2008 14:28:03', '733258.60281665588')
(562, '81.05', '203.92', 'Mon, 04 Aug 2008 14:28:06', '733258.60285128502')
(563, '81.05', '203.92', 'Mon, 04 Aug 2008 14:28:09', '733258.60288609448')
(564, '81.05', '203.92', 'Mon, 04 Aug 2008 14:28:12', '733258.60292072664')
(565, '81.05', '204.62', 'Mon, 04 Aug 2008 14:28:15', '733258.60295553366')
(566, '80.82', '204.39', 'Mon, 04 Aug 2008 14:28:18', '733258.60299015429')
(567, '81.05', '204.62', 'Mon, 04 Aug 2008 14:28:21', '733258.60302497272')
(568, '81.05', '205.30', 'Mon, 04 Aug 2008 14:28:24', '733258.60305959347')
(569, '80.82', '205.07', 'Mon, 04 Aug 2008 14:28:27', '733258.60309441201')
(570, '81.05', '205.30', 'Mon, 04 Aug 2008 14:28:30', '733258.60312903242')
(571, '81.05', '205.30', 'Mon, 04 Aug 2008 14:28:33', '733258.60316385108')
(572, '80.82', '205.07', 'Mon, 04 Aug 2008 14:28:36', '733258.60319847171')
(573, '81.05', '205.99', 'Mon, 04 Aug 2008 14:28:39', '733258.60323329025')
(574, '81.05', '205.99', 'Mon, 04 Aug 2008 14:28:42', '733258.60326791077')
(575, '81.05', '205.99', 'Mon, 04 Aug 2008 14:28:45', '733258.60330272943')
(576, '80.82', '206.46', 'Mon, 04 Aug 2008 14:28:48', '733258.60333734995')
(577, '81.05', '207.39', 'Mon, 04 Aug 2008 14:28:51', '733258.60337216861')
(578, '81.05', '207.39', 'Mon, 04 Aug 2008 14:28:54', '733258.60340697377')
(579, '80.82', '207.84', 'Mon, 04 Aug 2008 14:28:57', '733258.60344160732')
(580, '80.82', '207.84', 'Mon, 04 Aug 2008 14:29:00', '733258.60347641306')
(581, '80.82', '207.84', 'Mon, 04 Aug 2008 14:29:03', '733258.60351104639')
(582, '80.82', '207.84', 'Mon, 04 Aug 2008 14:29:06', '733258.60354585189')
(583, '80.82', '207.84', 'Mon, 04 Aug 2008 14:29:09', '733258.60358048533')
(584, '81.05', '208.76', 'Mon, 04 Aug 2008 14:29:12', '733258.60361529118')
(585, '81.05', '208.76', 'Mon, 04 Aug 2008 14:29:15', '733258.60364992486')
(586, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:18', '733258.60368473036')
(587, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:21', '733258.60371936369')
(588, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:24', '733258.60375416942')
(589, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:27', '733258.60378879134')
(590, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:30', '733258.60382360872')
(591, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:33', '733258.60385823040')
(592, '80.82', '209.23', 'Mon, 04 Aug 2008 14:29:36', '733258.60389304755')
(593, '81.05', '209.46', 'Mon, 04 Aug 2008 14:29:39', '733258.60392785503')
(594, '81.05', '210.16', 'Mon, 04 Aug 2008 14:29:42', '733258.60396248638')
(595, '81.05', '210.16', 'Mon, 04 Aug 2008 14:29:45', '733258.60399729398')
(596, '81.05', '210.85', 'Mon, 04 Aug 2008 14:29:48', '733258.60403192567')
