Log Date and Time Wed, 03 Dec 2008 14:28:11
Ambient Kiln Date Date2Num

(0, '58.77', '277.48', 'Tue, 02 Dec 2008 14:08:28', '733378.58922143898')
(308, '58.55', '325.94', 'Tue, 02 Dec 2008 14:23:52', '733378.59991626081')
(309, '58.77', '326.84', 'Tue, 02 Dec 2008 14:23:55', '733378.59995089332')
(310, '58.77', '326.84', 'Tue, 02 Dec 2008 14:23:58', '733378.59998570010')
(311, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:01', '733378.60002033226')
(312, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:04', '733378.60005513905')
(313, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:07', '733378.60008977156')
(314, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:10', '733378.60012457834')
(315, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:13', '733378.60015921074')
(316, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:16', '733378.60019401740')
(317, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:19', '733378.60022864968')
(318, '58.77', '326.84', 'Tue, 02 Dec 2008 14:24:22', '733378.60026345646')
(319, '58.55', '326.62', 'Tue, 02 Dec 2008 14:24:25', '733378.60029808886')
(320, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:28', '733378.60033289576')
(321, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:31', '733378.60036770185')
(322, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:34', '733378.60040233482')
(323, '58.77', '328.23', 'Tue, 02 Dec 2008 14:24:37', '733378.60043714079')
(324, '58.77', '327.54', 'Tue, 02 Dec 2008 14:24:40', '733378.60047177330')
(325, '58.77', '328.23', 'Tue, 02 Dec 2008 14:24:43', '733378.60050657962')
(326, '58.77', '328.23', 'Tue, 02 Dec 2008 14:24:46', '733378.60054121248')
(327, '58.55', '328.01', 'Tue, 02 Dec 2008 14:24:49', '733378.60057601857')
(328, '58.77', '328.93', 'Tue, 02 Dec 2008 14:24:52', '733378.60061065166')
(329, '58.77', '328.93', 'Tue, 02 Dec 2008 14:24:55', '733378.60064545774')
(330, '58.77', '328.23', 'Tue, 02 Dec 2008 14:24:58', '733378.60068009107')
(331, '58.55', '328.71', 'Tue, 02 Dec 2008 14:25:01', '733378.60071489681')
(332, '58.55', '328.71', 'Tue, 02 Dec 2008 14:25:04', '733378.60074952990')
(333, '58.77', '328.93', 'Tue, 02 Dec 2008 14:25:07', '733378.60078433610')
(334, '58.77', '329.63', 'Tue, 02 Dec 2008 14:25:10', '733378.60081896908')
(335, '58.77', '329.63', 'Tue, 02 Dec 2008 14:25:13', '733378.60085377528')
(336, '58.77', '330.31', 'Tue, 02 Dec 2008 14:25:16', '733378.60088840825')
(337, '58.77', '330.31', 'Tue, 02 Dec 2008 14:25:19', '733378.60092321434')
(338, '58.77', '330.31', 'Tue, 02 Dec 2008 14:25:22', '733378.60095784743')
(339, '58.77', '330.31', 'Tue, 02 Dec 2008 14:25:25', '733378.60099265282')
(340, '58.77', '329.63', 'Tue, 02 Dec 2008 14:25:28', '733378.60102728626')
(341, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:31', '733378.60106209212')
(342, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:34', '733378.60109672509')
(343, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:37', '733378.60113153106')
(344, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:40', '733378.60116616427')
(345, '58.77', '331.72', 'Tue, 02 Dec 2008 14:25:43', '733378.60120097047')
(346, '58.55', '330.80', 'Tue, 02 Dec 2008 14:25:46', '733378.60123559192')
(347, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:49', '733378.60127040942')
(348, '58.77', '331.02', 'Tue, 02 Dec 2008 14:25:52', '733378.60130503098')
(349, '58.77', '332.40', 'Tue, 02 Dec 2008 14:25:55', '733378.60133984871')
(350, '58.55', '331.50', 'Tue, 02 Dec 2008 14:25:58', '733378.60137447028')
(351, '58.77', '331.72', 'Tue, 02 Dec 2008 14:26:01', '733378.60140928766')
(352, '58.77', '332.40', 'Tue, 02 Dec 2008 14:26:04', '733378.60144409444')
(353, '58.77', '333.10', 'Tue, 02 Dec 2008 14:26:07', '733378.60147872707')
(354, '58.77', '332.40', 'Tue, 02 Dec 2008 14:26:10', '733378.60151353327')
(355, '58.77', '332.40', 'Tue, 02 Dec 2008 14:26:13', '733378.60154816567')
(356, '58.55', '332.19', 'Tue, 02 Dec 2008 14:26:16', '733378.60158297233')
(357, '58.77', '333.10', 'Tue, 02 Dec 2008 14:26:19', '733378.60161760461')
(358, '58.77', '333.10', 'Tue, 02 Dec 2008 14:26:22', '733378.60165241128')
(359, '58.77', '333.79', 'Tue, 02 Dec 2008 14:26:25', '733378.60168704379')
(360, '58.55', '332.89', 'Tue, 02 Dec 2008 14:26:28', '733378.60172185081')
(361, '58.55', '332.89', 'Tue, 02 Dec 2008 14:26:31', '733378.60175648297')
(362, '58.77', '333.79', 'Tue, 02 Dec 2008 14:26:34', '733378.60179128964')
(363, '58.77', '333.79', 'Tue, 02 Dec 2008 14:26:37', '733378.60182610725')
(364, '58.77', '334.49', 'Tue, 02 Dec 2008 14:26:40', '733378.60186072870')
(365, '58.77', '333.79', 'Tue, 02 Dec 2008 14:26:43', '733378.60189554666')
(366, '58.77', '335.19', 'Tue, 02 Dec 2008 14:26:46', '733378.60193016799')
(367, '58.77', '334.49', 'Tue, 02 Dec 2008 14:26:49', '733378.60196497396')
(368, '58.55', '334.27', 'Tue, 02 Dec 2008 14:26:52', '733378.60199979227')
(369, '58.77', '334.49', 'Tue, 02 Dec 2008 14:26:55', '733378.60203441337')
(370, '58.77', '334.49', 'Tue, 02 Dec 2008 14:26:58', '733378.60206923110')
(371, '58.55', '334.98', 'Tue, 02 Dec 2008 14:27:01', '733378.60210385232')
(372, '58.77', '335.19', 'Tue, 02 Dec 2008 14:27:04', '733378.60213867016')
(373, '58.77', '335.88', 'Tue, 02 Dec 2008 14:27:07', '733378.60217329080')
(374, '58.77', '335.19', 'Tue, 02 Dec 2008 14:27:10', '733378.60220810922')
(375, '58.77', '335.19', 'Tue, 02 Dec 2008 14:27:13', '733378.60224273009')
(376, '58.77', '335.19', 'Tue, 02 Dec 2008 14:27:16', '733378.60227754852')
(377, '58.77', '335.88', 'Tue, 02 Dec 2008 14:27:19', '733378.60231216915')
(378, '58.77', '335.88', 'Tue, 02 Dec 2008 14:27:22', '733378.60234698746')
(379, '58.77', '336.58', 'Tue, 02 Dec 2008 14:27:25', '733378.60238160822')
(380, '58.77', '336.58', 'Tue, 02 Dec 2008 14:27:28', '733378.60241642687')
(381, '58.77', '335.88', 'Tue, 02 Dec 2008 14:27:31', '733378.60245123261')
(382, '58.55', '336.36', 'Tue, 02 Dec 2008 14:27:34', '733378.60248586570')
(383, '58.77', '337.28', 'Tue, 02 Dec 2008 14:27:37', '733378.60252067179')
(384, '58.77', '337.28', 'Tue, 02 Dec 2008 14:27:40', '733378.60255530500')
(385, '58.77', '337.96', 'Tue, 02 Dec 2008 14:27:43', '733378.60259011062')
(386, '58.77', '337.28', 'Tue, 02 Dec 2008 14:27:46', '733378.60262474418')
(387, '58.77', '337.28', 'Tue, 02 Dec 2008 14:27:49', '733378.60265954968')
(388, '58.77', '337.96', 'Tue, 02 Dec 2008 14:27:52', '733378.60269417113')
(389, '58.77', '337.28', 'Tue, 02 Dec 2008 14:27:55', '733378.60272898874')
(390, '58.77', '337.96', 'Tue, 02 Dec 2008 14:27:58', '733378.60276361043')
(391, '58.77', '337.96', 'Tue, 02 Dec 2008 14:28:01', '733378.60279842780')
(392, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:04', '733378.60283304937')
(393, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:07', '733378.60286786710')
(394, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:10', '733378.60290248855')
(395, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:13', '733378.60293730628')
(396, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:16', '733378.60297192773')
(397, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:19', '733378.60300674534')
(398, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:22', '733378.60304136679')
(399, '58.77', '338.67', 'Tue, 02 Dec 2008 14:28:25', '733378.60307618452')
(400, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:28', '733378.60311099095')
(401, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:31', '733378.60314562370')
(402, '58.77', '340.05', 'Tue, 02 Dec 2008 14:28:34', '733378.60318042967')
(403, '58.77', '340.05', 'Tue, 02 Dec 2008 14:28:37', '733378.60321506241')
(404, '58.55', '339.13', 'Tue, 02 Dec 2008 14:28:40', '733378.60324986896')
(405, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:43', '733378.60328450170')
(406, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:46', '733378.60331930802')
(407, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:49', '733378.60335394053')
(408, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:52', '733378.60338874732')
(409, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:55', '733378.60342336807')
(410, '58.77', '339.35', 'Tue, 02 Dec 2008 14:28:58', '733378.60345818650')
(411, '58.77', '340.05', 'Tue, 02 Dec 2008 14:29:01', '733378.60349280736')
(412, '58.77', '340.05', 'Tue, 02 Dec 2008 14:29:04', '733378.60352762556')
(413, '58.77', '340.05', 'Tue, 02 Dec 2008 14:29:07', '733378.60356224643')
(414, '58.77', '340.75', 'Tue, 02 Dec 2008 14:29:10', '733378.60359706462')
(415, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:13', '733378.60363168572')
(416, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:16', '733378.60366650380')
(417, '58.55', '341.92', 'Tue, 02 Dec 2008 14:29:19', '733378.60370130930')
(418, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:22', '733378.60373594239')
(419, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:25', '733378.60377074848')
(420, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:28', '733378.60380538180')
(421, '58.77', '341.44', 'Tue, 02 Dec 2008 14:29:31', '733378.60384018766')
(422, '58.77', '342.14', 'Tue, 02 Dec 2008 14:29:34', '733378.60387482075')
(423, '58.77', '342.14', 'Tue, 02 Dec 2008 14:29:37', '733378.60390962684')
(424, '58.77', '342.82', 'Tue, 02 Dec 2008 14:29:40', '733378.60394425993')
(425, '58.77', '342.82', 'Tue, 02 Dec 2008 14:29:43', '733378.60397906601')
(426, '58.77', '342.82', 'Tue, 02 Dec 2008 14:29:46', '733378.60401368747')
(427, '58.55', '343.31', 'Tue, 02 Dec 2008 14:29:49', '733378.60404850519')
(428, '58.55', '342.61', 'Tue, 02 Dec 2008 14:29:52', '733378.60408312664')
(429, '58.77', '343.53', 'Tue, 02 Dec 2008 14:29:55', '733378.60411794425')
(430, '58.77', '343.53', 'Tue, 02 Dec 2008 14:29:58', '733378.60415256582')
(431, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:01', '733378.60418738343')
(432, '58.77', '343.53', 'Tue, 02 Dec 2008 14:30:04', '733378.60422200488')
(433, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:07', '733378.60425682203')
(434, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:10', '733378.60429144360')
(435, '58.77', '344.91', 'Tue, 02 Dec 2008 14:30:13', '733378.60432626132')
(436, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:16', '733378.60436088277')
(437, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:19', '733378.60439570027')
(438, '58.77', '344.21', 'Tue, 02 Dec 2008 14:30:22', '733378.60443032195')
(439, '58.77', '344.91', 'Tue, 02 Dec 2008 14:30:25', '733378.60446513945')
(440, '58.77', '344.91', 'Tue, 02 Dec 2008 14:30:28', '733378.60449976125')
(441, '58.77', '344.91', 'Tue, 02 Dec 2008 14:30:31', '733378.60453457851')
(442, '58.77', '344.91', 'Tue, 02 Dec 2008 14:30:34', '733378.60456938529')
(443, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:37', '733378.60460401780')
(444, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:40', '733378.60463882459')
(445, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:43', '733378.60467344534')
(446, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:46', '733378.60470826377')
(447, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:49', '733378.60474288440')
(448, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:52', '733378.60477770236')
(449, '58.77', '345.61', 'Tue, 02 Dec 2008 14:30:55', '733378.60481232358')
(450, '58.77', '346.30', 'Tue, 02 Dec 2008 14:30:58', '733378.60484714166')
(451, '58.77', '346.30', 'Tue, 02 Dec 2008 14:31:01', '733378.60488176218')
(452, '58.77', '346.30', 'Tue, 02 Dec 2008 14:31:04', '733378.60491658060')
(453, '58.77', '345.61', 'Tue, 02 Dec 2008 14:31:07', '733378.60495138646')
(454, '58.77', '346.30', 'Tue, 02 Dec 2008 14:31:10', '733378.60498601978')
(455, '58.77', '345.61', 'Tue, 02 Dec 2008 14:31:13', '733378.60502082587')
(456, '58.77', '346.30', 'Tue, 02 Dec 2008 14:31:16', '733378.60505545896')
(457, '58.77', '347.00', 'Tue, 02 Dec 2008 14:31:19', '733378.60509026481')
(458, '58.77', '347.00', 'Tue, 02 Dec 2008 14:31:22', '733378.60512489837')
(459, '58.77', '347.00', 'Tue, 02 Dec 2008 14:31:25', '733378.60515970399')
(460, '58.55', '346.78', 'Tue, 02 Dec 2008 14:31:28', '733378.60519433732')
(461, '58.77', '347.00', 'Tue, 02 Dec 2008 14:31:31', '733378.60522914305')
(462, '58.77', '347.00', 'Tue, 02 Dec 2008 14:31:34', '733378.60526377650')
(463, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:37', '733378.60529858188')
(464, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:40', '733378.60533321544')
(465, '58.55', '347.49', 'Tue, 02 Dec 2008 14:31:43', '733378.60536802106')
(466, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:46', '733378.60540264251')
(467, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:49', '733378.60543746001')
(468, '58.77', '348.39', 'Tue, 02 Dec 2008 14:31:52', '733378.60547208169')
(469, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:55', '733378.60550689930')
(470, '58.77', '347.68', 'Tue, 02 Dec 2008 14:31:58', '733378.60554152098')
(471, '58.77', '348.39', 'Tue, 02 Dec 2008 14:32:01', '733378.60557633836')
(472, '58.77', '348.39', 'Tue, 02 Dec 2008 14:32:04', '733378.60561095993')
(473, '58.77', '348.39', 'Tue, 02 Dec 2008 14:32:07', '733378.60564577742')
(474, '58.77', '349.09', 'Tue, 02 Dec 2008 14:32:10', '733378.60568039911')
(475, '58.55', '348.87', 'Tue, 02 Dec 2008 14:32:13', '733378.60571521684')
(476, '58.77', '349.09', 'Tue, 02 Dec 2008 14:32:16', '733378.60574983829')
(477, '58.77', '349.09', 'Tue, 02 Dec 2008 14:32:19', '733378.60578465590')
(478, '58.77', '349.77', 'Tue, 02 Dec 2008 14:32:22', '733378.60581946222')
(479, '58.77', '349.77', 'Tue, 02 Dec 2008 14:32:25', '733378.60585409496')
(480, '58.77', '349.77', 'Tue, 02 Dec 2008 14:32:28', '733378.60588890128')
(481, '58.77', '350.47', 'Tue, 02 Dec 2008 14:32:31', '733378.60592353379')
(482, '58.77', '350.47', 'Tue, 02 Dec 2008 14:32:34', '733378.60595834034')
(483, '58.77', '350.47', 'Tue, 02 Dec 2008 14:32:37', '733378.60599315795')
(484, '58.77', '350.47', 'Tue, 02 Dec 2008 14:32:40', '733378.60602777952')
(485, '58.77', '349.77', 'Tue, 02 Dec 2008 14:32:43', '733378.60606259725')
(486, '58.77', '349.77', 'Tue, 02 Dec 2008 14:32:46', '733378.60609721858')
(487, '58.77', '350.47', 'Tue, 02 Dec 2008 14:32:49', '733378.60613202455')
(488, '58.77', '351.18', 'Tue, 02 Dec 2008 14:32:52', '733378.60616665776')
(489, '58.77', '351.18', 'Tue, 02 Dec 2008 14:32:55', '733378.60620146384')
(490, '58.77', '351.18', 'Tue, 02 Dec 2008 14:32:58', '733378.60623609705')
(491, '58.77', '351.18', 'Tue, 02 Dec 2008 14:33:01', '733378.60627090291')
(492, '58.77', '351.18', 'Tue, 02 Dec 2008 14:33:04', '733378.60630553600')
(493, '58.77', '351.18', 'Tue, 02 Dec 2008 14:33:07', '733378.60634034220')
(494, '58.77', '351.18', 'Tue, 02 Dec 2008 14:33:10', '733378.60637497529')
(495, '58.77', '351.86', 'Tue, 02 Dec 2008 14:33:13', '733378.60640978080')
(496, '58.77', '351.86', 'Tue, 02 Dec 2008 14:33:16', '733378.60644441389')
(497, '58.77', '351.86', 'Tue, 02 Dec 2008 14:33:19', '733378.60647921986')
(498, '58.77', '351.86', 'Tue, 02 Dec 2008 14:33:22', '733378.60651385295')
(499, '58.77', '351.86', 'Tue, 02 Dec 2008 14:33:25', '733378.60654865892')
(500, '58.77', '352.56', 'Tue, 02 Dec 2008 14:33:28', '733378.60658329225')
(501, '58.77', '352.56', 'Tue, 02 Dec 2008 14:33:31', '733378.60661809810')
(502, '58.77', '352.56', 'Tue, 02 Dec 2008 14:33:34', '733378.60665273108')
(503, '58.77', '352.56', 'Tue, 02 Dec 2008 14:33:37', '733378.60668753716')
(504, '58.77', '352.56', 'Tue, 02 Dec 2008 14:33:40', '733378.60672217037')
(505, '58.77', '353.25', 'Tue, 02 Dec 2008 14:33:43', '733378.60675697657')
(506, '58.77', '353.25', 'Tue, 02 Dec 2008 14:33:46', '733378.60679160955')
(507, '58.77', '353.25', 'Tue, 02 Dec 2008 14:33:49', '733378.60682641552')
(508, '58.77', '353.95', 'Tue, 02 Dec 2008 14:33:52', '733378.60686104861')
(509, '58.77', '353.95', 'Tue, 02 Dec 2008 14:33:55', '733378.60689585470')
(510, '58.77', '353.25', 'Tue, 02 Dec 2008 14:33:58', '733378.60693066183')
(511, '58.77', '353.25', 'Tue, 02 Dec 2008 14:34:01', '733378.60696529329')
(512, '58.55', '353.03', 'Tue, 02 Dec 2008 14:34:04', '733378.60700010054')
(513, '58.77', '353.95', 'Tue, 02 Dec 2008 14:34:07', '733378.60703473247')
(514, '58.77', '353.95', 'Tue, 02 Dec 2008 14:34:10', '733378.60706953926')
(515, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:13', '733378.60710417165')
(516, '58.77', '353.25', 'Tue, 02 Dec 2008 14:34:16', '733378.60713897843')
(517, '58.77', '353.95', 'Tue, 02 Dec 2008 14:34:19', '733378.60717361083')
(518, '58.55', '353.03', 'Tue, 02 Dec 2008 14:34:22', '733378.60720841750')
(519, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:25', '733378.60724304989')
(520, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:28', '733378.60727785702')
(521, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:31', '733378.60731248907')
(522, '58.77', '353.95', 'Tue, 02 Dec 2008 14:34:34', '733378.60734729574')
(523, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:37', '733378.60738211323')
(524, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:40', '733378.60741692025')
(525, '58.77', '355.33', 'Tue, 02 Dec 2008 14:34:43', '733378.60745155264')
(526, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:46', '733378.60748635908')
(527, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:49', '733378.60752099170')
(528, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:52', '733378.60755579802')
(529, '58.77', '354.65', 'Tue, 02 Dec 2008 14:34:55', '733378.60759041866')
(530, '58.55', '354.43', 'Tue, 02 Dec 2008 14:34:58', '733378.60762523743')
(531, '58.77', '355.33', 'Tue, 02 Dec 2008 14:35:01', '733378.60765985784')
(532, '58.77', '355.33', 'Tue, 02 Dec 2008 14:35:04', '733378.60769467626')
(533, '58.77', '355.33', 'Tue, 02 Dec 2008 14:35:07', '733378.60772929690')
(534, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:10', '733378.60776411532')
(535, '58.77', '355.33', 'Tue, 02 Dec 2008 14:35:13', '733378.60779873619')
(536, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:16', '733378.60783355450')
(537, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:19', '733378.60786817526')
(538, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:22', '733378.60790299368')
(539, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:25', '733378.60793761478')
(540, '58.55', '355.82', 'Tue, 02 Dec 2008 14:35:28', '733378.60797243321')
(541, '58.77', '356.72', 'Tue, 02 Dec 2008 14:35:31', '733378.60800705315')
(542, '58.77', '356.04', 'Tue, 02 Dec 2008 14:35:34', '733378.60804187192')
(543, '58.55', '356.52', 'Tue, 02 Dec 2008 14:35:37', '733378.60807649232')
(544, '58.77', '356.72', 'Tue, 02 Dec 2008 14:35:40', '733378.60811131063')
(545, '58.77', '357.42', 'Tue, 02 Dec 2008 14:35:43', '733378.60814593150')
(546, '58.77', '357.42', 'Tue, 02 Dec 2008 14:35:46', '733378.60818074970')
(547, '58.77', '357.42', 'Tue, 02 Dec 2008 14:35:49', '733378.60821537045')
(548, '58.77', '357.42', 'Tue, 02 Dec 2008 14:35:52', '733378.60825017735')
(549, '58.77', '357.42', 'Tue, 02 Dec 2008 14:35:55', '733378.60828480963')
(550, '58.77', '358.11', 'Tue, 02 Dec 2008 14:35:58', '733378.60831961664')
(551, '58.77', '358.11', 'Tue, 02 Dec 2008 14:36:01', '733378.60835424869')
(552, '58.77', '358.81', 'Tue, 02 Dec 2008 14:36:04', '733378.60838905559')
(553, '58.77', '358.81', 'Tue, 02 Dec 2008 14:36:07', '733378.60842387297')
(554, '58.77', '358.81', 'Tue, 02 Dec 2008 14:36:10', '733378.60845849465')
(555, '58.77', '359.51', 'Tue, 02 Dec 2008 14:36:13', '733378.60849331238')
(556, '58.77', '359.51', 'Tue, 02 Dec 2008 14:36:16', '733378.60852793348')
(557, '58.77', '360.19', 'Tue, 02 Dec 2008 14:36:19', '733378.60856275144')
(558, '58.77', '360.19', 'Tue, 02 Dec 2008 14:36:22', '733378.60859737243')
(559, '58.77', '360.19', 'Tue, 02 Dec 2008 14:36:25', '733378.60863219004')
(560, '58.77', '360.19', 'Tue, 02 Dec 2008 14:36:28', '733378.60866681207')
(561, '58.77', '360.19', 'Tue, 02 Dec 2008 14:36:31', '733378.60870162921')
(562, '58.77', '360.90', 'Tue, 02 Dec 2008 14:36:34', '733378.60873625078')
(563, '58.77', '360.90', 'Tue, 02 Dec 2008 14:36:37', '733378.60877106839')
(564, '58.77', '360.90', 'Tue, 02 Dec 2008 14:36:40', '733378.60880569008')
(565, '58.77', '362.28', 'Tue, 02 Dec 2008 14:36:43', '733378.60884050757')
(566, '58.77', '362.28', 'Tue, 02 Dec 2008 14:36:46', '733378.60887512914')
(567, '58.77', '362.28', 'Tue, 02 Dec 2008 14:36:49', '733378.60890994652')
(568, '58.77', '362.98', 'Tue, 02 Dec 2008 14:36:52', '733378.60894456832')
(569, '58.77', '362.28', 'Tue, 02 Dec 2008 14:36:55', '733378.60897937417')
(570, '58.77', '362.28', 'Tue, 02 Dec 2008 14:36:58', '733378.60901400773')
(571, '58.77', '362.28', 'Tue, 02 Dec 2008 14:37:01', '733378.60904881335')
(572, '58.77', '362.98', 'Tue, 02 Dec 2008 14:37:04', '733378.60908363177')
(573, '58.77', '362.98', 'Tue, 02 Dec 2008 14:37:07', '733378.60911825253')
(574, '58.77', '363.67', 'Tue, 02 Dec 2008 14:37:10', '733378.60915307037')
(575, '58.77', '363.67', 'Tue, 02 Dec 2008 14:37:13', '733378.60918769124')
(576, '58.77', '363.67', 'Tue, 02 Dec 2008 14:37:16', '733378.60922250955')
(577, '58.77', '363.67', 'Tue, 02 Dec 2008 14:37:19', '733378.60925713019')
(578, '58.77', '364.37', 'Tue, 02 Dec 2008 14:37:22', '733378.60929194861')
(579, '58.77', '364.37', 'Tue, 02 Dec 2008 14:37:25', '733378.60932656948')
(580, '58.55', '364.15', 'Tue, 02 Dec 2008 14:37:28', '733378.60936138802')
(581, '58.77', '365.05', 'Tue, 02 Dec 2008 14:37:31', '733378.60939600843')
(582, '58.55', '364.86', 'Tue, 02 Dec 2008 14:37:34', '733378.60943082697')
(583, '58.77', '365.05', 'Tue, 02 Dec 2008 14:37:37', '733378.60946544772')
(584, '58.77', '365.05', 'Tue, 02 Dec 2008 14:37:40', '733378.60950026615')
(585, '58.77', '365.76', 'Tue, 02 Dec 2008 14:37:43', '733378.60953488701')
(586, '58.77', '365.76', 'Tue, 02 Dec 2008 14:37:46', '733378.60956970521')
(587, '58.77', '365.76', 'Tue, 02 Dec 2008 14:37:49', '733378.60960451118')
(588, '58.77', '365.76', 'Tue, 02 Dec 2008 14:37:52', '733378.60963913286')
(589, '58.77', '365.76', 'Tue, 02 Dec 2008 14:37:55', '733378.60967394977')
(590, '58.77', '366.44', 'Tue, 02 Dec 2008 14:37:58', '733378.60970857239')
(591, '58.77', '366.44', 'Tue, 02 Dec 2008 14:38:01', '733378.60974338884')
(592, '58.77', '366.44', 'Tue, 02 Dec 2008 14:38:04', '733378.60977801075')
(593, '58.77', '366.44', 'Tue, 02 Dec 2008 14:38:07', '733378.60981282801')
