Log Date and Time Sun, 01 Aug 2010 06:43:55
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '1034.1', '32.0', 'Sat, 31 Jul 2010 21:24:46', '733984.89220804733')
(1086, '32.0', '1971.0', '32.0', 'Sun, 01 Aug 2010 06:27:51', '733985.26934221981')
(1087, '32.0', '1957.7', '32.0', 'Sun, 01 Aug 2010 06:28:21', '733985.26968939567')
(1088, '32.0', '1948.4', '32.0', 'Sun, 01 Aug 2010 06:28:51', '733985.27003675688')
(1089, '32.0', '1937.4', '32.0', 'Sun, 01 Aug 2010 06:29:21', '733985.27038393286')
(1090, '32.0', '1940.6', '32.0', 'Sun, 01 Aug 2010 06:29:51', '733985.27073129395')
(1091, '32.0', '1954.1', '32.0', 'Sun, 01 Aug 2010 06:30:21', '733985.27107846970')
(1092, '32.0', '1963.4', '32.0', 'Sun, 01 Aug 2010 06:30:51', '733985.27142564557')
(1093, '32.0', '1972.2', '32.0', 'Sun, 01 Aug 2010 06:31:21', '733985.27177300688')
(1094, '32.0', '1937.9', '32.0', 'Sun, 01 Aug 2010 06:31:51', '733985.27212018275')
(1095, '32.0', '1939.6', '32.0', 'Sun, 01 Aug 2010 06:32:21', '733985.27246749762')
(1096, '32.0', '1971.2', '32.0', 'Sun, 01 Aug 2010 06:32:51', '733985.27281485882')
(1097, '32.0', '1969.3', '32.0', 'Sun, 01 Aug 2010 06:33:21', '733985.27316203539')
(1098, '32.0', '1950.1', '32.0', 'Sun, 01 Aug 2010 06:33:51', '733985.27350939566')
(1099, '32.0', '1943.3', '32.0', 'Sun, 01 Aug 2010 06:34:21', '733985.27385657199')
(1100, '32.0', '1943.3', '32.0', 'Sun, 01 Aug 2010 06:34:51', '733985.27420393261')
(1101, '32.0', '1946.7', '32.0', 'Sun, 01 Aug 2010 06:35:21', '733985.27455110848')
(1102, '32.0', '1957.0', '32.0', 'Sun, 01 Aug 2010 06:35:51', '733985.27489846980')
(1103, '32.0', '1975.2', '32.0', 'Sun, 01 Aug 2010 06:36:21', '733985.27524564567')
(1104, '32.0', '1951.4', '32.0', 'Sun, 01 Aug 2010 06:36:51', '733985.27559300687')
(1105, '32.0', '1934.7', '32.0', 'Sun, 01 Aug 2010 06:37:21', '733985.27594018297')
(1106, '32.0', '1929.6', '32.0', 'Sun, 01 Aug 2010 06:37:51', '733985.27628754394')
(1107, '32.0', '1932.7', '32.0', 'Sun, 01 Aug 2010 06:38:21', '733985.27663471992')
(1108, '32.0', '1957.2', '32.0', 'Sun, 01 Aug 2010 06:38:51', '733985.27698208077')
(1109, '32.0', '1975.2', '32.0', 'Sun, 01 Aug 2010 06:39:21', '733985.27732925757')
(1110, '32.0', '1945.2', '32.0', 'Sun, 01 Aug 2010 06:39:51', '733985.27767661796')
(1111, '32.0', '1943.3', '32.0', 'Sun, 01 Aug 2010 06:40:21', '733985.27802374878')
(1112, '32.0', '1948.6', '32.0', 'Sun, 01 Aug 2010 06:40:51', '733985.27837110858')
(1113, '32.0', '1963.6', '32.0', 'Sun, 01 Aug 2010 06:41:21', '733985.27871828468')
(1114, '32.0', '1989.4', '32.0', 'Sun, 01 Aug 2010 06:41:51', '733985.27906564565')
(1115, '32.0', '1985.2', '32.0', 'Sun, 01 Aug 2010 06:42:21', '733985.27941282163')
(1116, '32.0', '1948.9', '32.0', 'Sun, 01 Aug 2010 06:42:51', '733985.27976018249')
(1117, '32.0', '1937.1', '32.0', 'Sun, 01 Aug 2010 06:43:21', '733985.28010735847')
(1118, '32.0', '1934.2', '32.0', 'Sun, 01 Aug 2010 06:43:51', '733985.28045472014')
