Log Date and Time Tue, 09 Oct 2012 21:14:08
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '51.8', '195.0', '209.5', 'Tue, 09 Oct 2012 09:34:04', '734785.41429565998')
(1085, '65.3', '1828.8', '1840.5', 'Tue, 09 Oct 2012 18:37:00', '734785.79133460321')
(1086, '65.3', '1830.3', '1841.2', 'Tue, 09 Oct 2012 18:37:30', '734785.79168212600')
(1087, '65.3', '1830.3', '1841.2', 'Tue, 09 Oct 2012 18:38:00', '734785.79202963738')
(1088, '65.3', '1831.7', '1842.1', 'Tue, 09 Oct 2012 18:38:30', '734785.79237716156')
(1089, '65.3', '1831.7', '1844.3', 'Tue, 09 Oct 2012 18:39:00', '734785.79272470716')
(1090, '65.3', '1832.4', '1845.0', 'Tue, 09 Oct 2012 18:39:30', '734785.79307221994')
(1091, '65.1', '1831.0', '1846.5', 'Tue, 09 Oct 2012 18:40:00', '734785.79341974179')
(1092, '65.1', '1831.9', '1846.5', 'Tue, 09 Oct 2012 18:40:30', '734785.79376726761')
(1093, '65.1', '1833.3', '1848.6', 'Tue, 09 Oct 2012 18:41:00', '734785.79411479994')
(1094, '64.8', '1833.3', '1848.9', 'Tue, 09 Oct 2012 18:41:30', '734785.79446233541')
(1095, '64.6', '1835.0', '1848.1', 'Tue, 09 Oct 2012 18:42:00', '734785.79480985820')
(1096, '64.6', '1835.8', '1849.6', 'Tue, 09 Oct 2012 18:42:30', '734785.79515737051')
(1097, '64.6', '1836.5', '1848.9', 'Tue, 09 Oct 2012 18:43:00', '734785.79550490470')
(1098, '64.6', '1836.5', '1848.9', 'Tue, 09 Oct 2012 18:43:30', '734785.79585242877')
(1099, '64.4', '1837.2', '1849.6', 'Tue, 09 Oct 2012 18:44:00', '734785.79619985865')
(1100, '64.4', '1837.2', '1848.9', 'Tue, 09 Oct 2012 18:44:30', '734785.79654734838')
(1101, '64.4', '1837.9', '1847.4', 'Tue, 09 Oct 2012 18:45:00', '734785.79689488199')
(1102, '64.4', '1837.9', '1847.2', 'Tue, 09 Oct 2012 18:45:30', '734785.79724240594')
(1103, '64.2', '1838.6', '1850.3', 'Tue, 09 Oct 2012 18:46:00', '734785.79758993105')
(1104, '64.2', '1839.4', '1850.3', 'Tue, 09 Oct 2012 18:46:30', '734785.79793745244')
(1105, '64.2', '1840.8', '1851.0', 'Tue, 09 Oct 2012 18:47:00', '734785.79828496417')
(1106, '64.0', '1842.3', '1853.2', 'Tue, 09 Oct 2012 18:47:30', '734785.79863249499')
(1107, '64.0', '1843.0', '1853.2', 'Tue, 09 Oct 2012 18:48:00', '734785.79898004630')
(1108, '64.0', '1842.3', '1853.9', 'Tue, 09 Oct 2012 18:48:30', '734785.79932755709')
(1109, '64.0', '1842.3', '1853.9', 'Tue, 09 Oct 2012 18:49:00', '734785.79967508058')
(1110, '64.0', '1843.0', '1854.2', 'Tue, 09 Oct 2012 18:49:30', '734785.80002253444')
(1111, '64.0', '1843.7', '1857.1', 'Tue, 09 Oct 2012 18:50:00', '734785.80037005816')
(1112, '64.0', '1845.9', '1857.1', 'Tue, 09 Oct 2012 18:50:30', '734785.80071759375')
(1113, '63.7', '1845.9', '1857.6', 'Tue, 09 Oct 2012 18:51:00', '734785.80106512841')
(1114, '64.0', '1845.9', '1859.0', 'Tue, 09 Oct 2012 18:51:30', '734785.80141268589')
(1115, '64.0', '1847.3', '1859.7', 'Tue, 09 Oct 2012 18:52:00', '734785.80176015187')
(1116, '64.0', '1848.8', '1859.7', 'Tue, 09 Oct 2012 18:52:30', '734785.80210768501')
(1117, '64.0', '1849.0', '1859.7', 'Tue, 09 Oct 2012 18:53:00', '734785.80245522130')
(1118, '64.0', '1849.0', '1861.2', 'Tue, 09 Oct 2012 18:53:31', '734785.80280267494')
(1119, '63.7', '1850.2', '1861.2', 'Tue, 09 Oct 2012 18:54:01', '734785.80315019842')
(1120, '64.0', '1852.4', '1861.2', 'Tue, 09 Oct 2012 18:54:31', '734785.80349771015')
(1121, '64.0', '1852.4', '1862.6', 'Tue, 09 Oct 2012 18:55:01', '734785.80384500185')
(1122, '64.0', '1853.1', '1864.1', 'Tue, 09 Oct 2012 18:55:31', '734785.80419251381')
(1123, '64.0', '1853.1', '1864.8', 'Tue, 09 Oct 2012 18:56:01', '734785.80454003648')
(1124, '64.0', '1854.6', '1865.5', 'Tue, 09 Oct 2012 18:56:31', '734785.80488757126')
(1125, '64.0', '1855.0', '1866.3', 'Tue, 09 Oct 2012 18:57:01', '734785.80523506028')
(1126, '64.0', '1855.8', '1866.3', 'Tue, 09 Oct 2012 18:57:31', '734785.80558261811')
(1127, '64.0', '1855.8', '1866.3', 'Tue, 09 Oct 2012 18:58:01', '734785.80593015277')
(1128, '64.0', '1855.8', '1866.5', 'Tue, 09 Oct 2012 18:58:31', '734785.80627766484')
(1129, '64.0', '1855.8', '1866.5', 'Tue, 09 Oct 2012 18:59:01', '734785.80662516458')
(1130, '64.0', '1857.9', '1867.2', 'Tue, 09 Oct 2012 18:59:31', '734785.80697268888')
(1131, '64.0', '1857.9', '1868.6', 'Tue, 09 Oct 2012 19:00:01', '734785.80732023437')
(1132, '64.0', '1857.9', '1867.7', 'Tue, 09 Oct 2012 19:00:31', '734785.80766774435')
(1133, '64.2', '1858.7', '1867.9', 'Tue, 09 Oct 2012 19:01:01', '734785.80801526911')
(1134, '64.2', '1860.6', '1868.6', 'Tue, 09 Oct 2012 19:01:31', '734785.80836278119')
(1135, '64.2', '1862.1', '1868.4', 'Tue, 09 Oct 2012 19:02:01', '734785.80871031585')
(1136, '64.2', '1861.3', '1868.4', 'Tue, 09 Oct 2012 19:02:31', '734785.80905783933')
(1137, '64.2', '1861.3', '1867.0', 'Tue, 09 Oct 2012 19:03:01', '734785.80940537376')
(1138, '64.2', '1859.2', '1864.8', 'Tue, 09 Oct 2012 19:03:31', '734785.80975288514')
(1139, '64.4', '1859.2', '1864.1', 'Tue, 09 Oct 2012 19:04:01', '734785.81010042073')
(1140, '64.4', '1859.4', '1864.3', 'Tue, 09 Oct 2012 19:04:31', '734785.81044794351')
(1141, '64.4', '1859.2', '1865.8', 'Tue, 09 Oct 2012 19:05:01', '734785.81079544395')
(1142, '64.4', '1860.1', '1865.0', 'Tue, 09 Oct 2012 19:05:31', '734785.81114299025')
(1143, '64.4', '1862.3', '1866.5', 'Tue, 09 Oct 2012 19:06:01', '734785.81149051338')
(1144, '64.4', '1863.7', '1867.2', 'Tue, 09 Oct 2012 19:06:31', '734785.81183802430')
(1145, '64.4', '1864.2', '1869.6', 'Tue, 09 Oct 2012 19:07:01', '734785.81218554720')
(1146, '64.4', '1865.7', '1871.8', 'Tue, 09 Oct 2012 19:07:31', '734785.81253308186')
(1147, '64.2', '1867.1', '1872.5', 'Tue, 09 Oct 2012 19:08:01', '734785.81288062886')
(1148, '64.4', '1867.9', '1872.5', 'Tue, 09 Oct 2012 19:08:31', '734785.81322815188')
(1149, '64.4', '1867.9', '1873.7', 'Tue, 09 Oct 2012 19:09:01', '734785.81357566407')
(1150, '64.4', '1869.3', '1875.9', 'Tue, 09 Oct 2012 19:09:31', '734785.81392319908')
(1151, '64.4', '1870.8', '1875.9', 'Tue, 09 Oct 2012 19:10:01', '734785.81427072245')
(1152, '64.4', '1870.8', '1879.1', 'Tue, 09 Oct 2012 19:10:31', '734785.81461824523')
(1153, '64.4', '1871.5', '1878.3', 'Tue, 09 Oct 2012 19:11:01', '734785.81496576814')
(1154, '64.4', '1871.5', '1878.1', 'Tue, 09 Oct 2012 19:11:31', '734785.81531330280')
(1155, '64.6', '1872.2', '1878.1', 'Tue, 09 Oct 2012 19:12:01', '734785.81566080370')
(1156, '64.6', '1872.9', '1879.5', 'Tue, 09 Oct 2012 19:12:31', '734785.81600831484')
(1157, '64.6', '1872.9', '1879.8', 'Tue, 09 Oct 2012 19:13:01', '734785.81635584822')
(1158, '64.4', '1873.7', '1879.8', 'Tue, 09 Oct 2012 19:13:32', '734785.81670337310')
(1159, '64.4', '1875.1', '1881.2', 'Tue, 09 Oct 2012 19:14:02', '734785.81705089647')
(1160, '64.4', '1875.1', '1883.4', 'Tue, 09 Oct 2012 19:14:32', '734785.81739843148')
(1161, '64.4', '1874.6', '1882.7', 'Tue, 09 Oct 2012 19:15:02', '734785.81774594309')
(1162, '64.4', '1871.0', '1879.1', 'Tue, 09 Oct 2012 19:15:32', '734785.81809348927')
(1163, '64.4', '1865.2', '1874.7', 'Tue, 09 Oct 2012 19:16:02', '734785.81844099285')
(1164, '64.4', '1862.3', '1872.5', 'Tue, 09 Oct 2012 19:16:32', '734785.81878852402')
(1165, '64.4', '1864.7', '1873.2', 'Tue, 09 Oct 2012 19:17:02', '734785.81913605903')
(1166, '64.4', '1866.1', '1874.7', 'Tue, 09 Oct 2012 19:17:32', '734785.81948358263')
(1167, '64.4', '1867.6', '1874.7', 'Tue, 09 Oct 2012 19:18:02', '734785.81983109389')
(1168, '64.4', '1869.0', '1876.2', 'Tue, 09 Oct 2012 19:18:32', '734785.82017864019')
(1169, '64.4', '1871.2', '1876.9', 'Tue, 09 Oct 2012 19:19:02', '734785.82052617066')
(1170, '64.4', '1872.7', '1878.3', 'Tue, 09 Oct 2012 19:19:32', '734785.82087366388')
(1171, '64.4', '1874.3', '1879.1', 'Tue, 09 Oct 2012 19:20:02', '734785.82122122182')
(1172, '64.4', '1878.0', '1880.5', 'Tue, 09 Oct 2012 19:20:32', '734785.82156873308')
(1173, '64.6', '1879.4', '1881.2', 'Tue, 09 Oct 2012 19:21:02', '734785.82191626774')
(1174, '64.6', '1880.9', '1882.7', 'Tue, 09 Oct 2012 19:21:32', '734785.82226377993')
(1175, '64.6', '1883.3', '1884.1', 'Tue, 09 Oct 2012 19:22:02', '734785.82261131518')
(1176, '64.6', '1884.0', '1885.6', 'Tue, 09 Oct 2012 19:22:32', '734785.82295881468')
(1177, '64.4', '1884.5', '1886.6', 'Tue, 09 Oct 2012 19:23:02', '734785.82330637309')
(1178, '64.6', '1886.0', '1887.3', 'Tue, 09 Oct 2012 19:23:32', '734785.82365389622')
(1179, '64.6', '1883.8', '1885.1', 'Tue, 09 Oct 2012 19:24:02', '734785.82400140748')
(1180, '64.4', '1882.3', '1883.6', 'Tue, 09 Oct 2012 19:24:32', '734785.82434893330')
(1181, '64.4', '1883.1', '1884.9', 'Tue, 09 Oct 2012 19:25:02', '734785.82469644235')
(1182, '64.4', '1886.0', '1887.3', 'Tue, 09 Oct 2012 19:25:32', '734785.82504398923')
(1183, '64.4', '1887.4', '1887.8', 'Tue, 09 Oct 2012 19:26:02', '734785.82539152389')
(1184, '64.4', '1889.6', '1890.2', 'Tue, 09 Oct 2012 19:26:32', '734785.82573902374')
(1185, '64.6', '1891.8', '1892.2', 'Tue, 09 Oct 2012 19:27:02', '734785.82608657063')
(1186, '64.6', '1893.3', '1895.1', 'Tue, 09 Oct 2012 19:27:32', '734785.82643409306')
(1187, '64.6', '1894.0', '1896.0', 'Tue, 09 Oct 2012 19:28:02', '734785.82678161643')
(1188, '64.6', '1896.4', '1896.7', 'Tue, 09 Oct 2012 19:28:32', '734785.82712901291')
(1189, '64.6', '1897.1', '1897.5', 'Tue, 09 Oct 2012 19:29:02', '734785.82747654815')
(1190, '64.8', '1897.9', '1898.2', 'Tue, 09 Oct 2012 19:29:32', '734785.82782407117')
(1191, '64.8', '1899.6', '1898.2', 'Tue, 09 Oct 2012 19:30:02', '734785.82817159349')
(1192, '64.8', '1900.1', '1900.6', 'Tue, 09 Oct 2012 19:30:32', '734785.82851912931')
(1193, '64.8', '1901.0', '1901.4', 'Tue, 09 Oct 2012 19:31:02', '734785.82886666397')
(1194, '64.6', '1902.5', '1902.1', 'Tue, 09 Oct 2012 19:31:32', '734785.82921417523')
(1195, '64.6', '1903.2', '1902.8', 'Tue, 09 Oct 2012 19:32:02', '734785.82956171001')
(1196, '64.6', '1903.9', '1904.3', 'Tue, 09 Oct 2012 19:32:32', '734785.82990924455')
(1197, '64.8', '1906.1', '1904.8', 'Tue, 09 Oct 2012 19:33:03', '734785.83025674557')
(1198, '64.8', '1907.6', '1905.7', 'Tue, 09 Oct 2012 19:33:33', '734785.83060423320')
(1199, '64.6', '1907.6', '1906.5', 'Tue, 09 Oct 2012 19:34:03', '734785.83095176890')
(1200, '64.6', '1909.0', '1908.7', 'Tue, 09 Oct 2012 19:34:33', '734785.83129926887')
(1201, '64.6', '1910.7', '1910.1', 'Tue, 09 Oct 2012 19:35:03', '734785.83164682612')
(1202, '64.8', '1910.7', '1910.1', 'Tue, 09 Oct 2012 19:35:33', '734785.83199433831')
(1203, '64.8', '1911.2', '1910.9', 'Tue, 09 Oct 2012 19:36:03', '734785.83234186168')
(1204, '64.8', '1912.7', '1911.6', 'Tue, 09 Oct 2012 19:36:33', '734785.83268938493')
(1205, '64.8', '1914.2', '1912.3', 'Tue, 09 Oct 2012 19:37:03', '734785.83303693158')
(1206, '64.8', '1914.2', '1913.8', 'Tue, 09 Oct 2012 19:37:33', '734785.83338446589')
(1207, '64.8', '1915.6', '1913.8', 'Tue, 09 Oct 2012 19:38:03', '734785.83373198949')
(1208, '64.8', '1914.9', '1913.0', 'Tue, 09 Oct 2012 19:38:33', '734785.83407950040')
(1209, '64.8', '1915.6', '1915.2', 'Tue, 09 Oct 2012 19:39:03', '734785.83442700037')
(1210, '64.8', '1917.8', '1916.9', 'Tue, 09 Oct 2012 19:39:33', '734785.83477455878')
(1211, '64.8', '1918.8', '1917.4', 'Tue, 09 Oct 2012 19:40:03', '734785.83512209344')
(1212, '64.8', '1919.5', '1919.8', 'Tue, 09 Oct 2012 19:40:33', '734785.83546959399')
(1213, '64.8', '1920.2', '1921.5', 'Tue, 09 Oct 2012 19:41:03', '734785.83581710572')
(1214, '64.8', '1921.2', '1923.0', 'Tue, 09 Oct 2012 19:41:33', '734785.83616465365')
(1215, '64.8', '1921.9', '1922.3', 'Tue, 09 Oct 2012 19:42:03', '734785.83651217492')
(1216, '64.8', '1922.6', '1923.0', 'Tue, 09 Oct 2012 19:42:33', '734785.83685967582')
(1217, '64.8', '1921.9', '1923.0', 'Tue, 09 Oct 2012 19:43:03', '734785.83720721025')
(1218, '64.8', '1916.8', '1919.4', 'Tue, 09 Oct 2012 19:43:33', '734785.83755474514')
(1219, '64.8', '1915.3', '1917.2', 'Tue, 09 Oct 2012 19:44:03', '734785.83790225617')
(1220, '64.8', '1915.3', '1916.4', 'Tue, 09 Oct 2012 19:44:33', '734785.83824979118')
(1221, '64.8', '1915.1', '1916.4', 'Tue, 09 Oct 2012 19:45:03', '734785.83859731513')
(1222, '65.1', '1915.8', '1919.4', 'Tue, 09 Oct 2012 19:45:33', '734785.83894482662')
(1223, '65.1', '1918.0', '1922.5', 'Tue, 09 Oct 2012 19:46:03', '734785.83929237269')
(1224, '65.1', '1918.8', '1924.0', 'Tue, 09 Oct 2012 19:46:33', '734785.83963989606')
(1225, '65.1', '1918.8', '1924.7', 'Tue, 09 Oct 2012 19:47:03', '734785.83998743072')
(1226, '64.8', '1921.0', '1928.4', 'Tue, 09 Oct 2012 19:47:33', '734785.84033496561')
(1227, '65.1', '1923.2', '1937.2', 'Tue, 09 Oct 2012 19:48:03', '734785.84068246512')
(1228, '64.8', '1927.3', '1945.2', 'Tue, 09 Oct 2012 19:48:33', '734785.84103000932')
(1229, '65.1', '1931.7', '1951.8', 'Tue, 09 Oct 2012 19:49:03', '734785.84137753490')
(1230, '64.8', '1936.1', '1957.7', 'Tue, 09 Oct 2012 19:49:33', '734785.84172504733')
(1231, '64.8', '1938.6', '1963.6', 'Tue, 09 Oct 2012 19:50:03', '734785.84207258199')
(1232, '65.1', '1941.5', '1969.5', 'Tue, 09 Oct 2012 19:50:33', '734785.84242010524')
(1233, '65.1', '1944.4', '1974.9', 'Tue, 09 Oct 2012 19:51:03', '734785.84276762849')
(1234, '65.1', '1946.1', '1977.2', 'Tue, 09 Oct 2012 19:51:33', '734785.84311515116')
(1235, '65.1', '1947.8', '1979.4', 'Tue, 09 Oct 2012 19:52:03', '734785.84346267465')
(1236, '65.1', '1950.0', '1981.1', 'Tue, 09 Oct 2012 19:52:34', '734785.84381018672')
(1237, '65.3', '1952.2', '1982.3', 'Tue, 09 Oct 2012 19:53:04', '734785.84415747842')
(1238, '65.3', '1953.0', '1983.8', 'Tue, 09 Oct 2012 19:53:34', '734785.84450500109')
(1239, '65.3', '1955.2', '1988.2', 'Tue, 09 Oct 2012 19:54:04', '734785.84485250176')
(1240, '65.3', '1956.7', '1986.8', 'Tue, 09 Oct 2012 19:54:34', '734785.84520004841')
(1241, '65.3', '1961.8', '1988.2', 'Tue, 09 Oct 2012 19:55:04', '734785.84554757143')
(1242, '65.1', '1976.8', '1992.7', 'Tue, 09 Oct 2012 19:55:34', '734785.84589511738')
(1243, '65.3', '1985.7', '1996.4', 'Tue, 09 Oct 2012 19:56:04', '734785.84624262957')
(1244, '65.3', '1982.7', '1999.4', 'Tue, 09 Oct 2012 19:56:34', '734785.84659014060')
(1245, '65.3', '1982.0', '2000.8', 'Tue, 09 Oct 2012 19:57:04', '734785.84693767561')
(1246, '65.3', '1979.7', '2003.3', 'Tue, 09 Oct 2012 19:57:34', '734785.84728519921')
(1247, '65.3', '1977.5', '2005.5', 'Tue, 09 Oct 2012 19:58:04', '734785.84763269871')
(1248, '65.3', '1977.8', '2006.3', 'Tue, 09 Oct 2012 19:58:34', '734785.84798000206')
(1249, '65.3', '1977.5', '2007.0', 'Tue, 09 Oct 2012 19:59:04', '734785.84832751402')
(1250, '65.3', '1975.3', '2000.1', 'Tue, 09 Oct 2012 19:59:34', '734785.84867503762')
(1251, '65.3', '1973.3', '1992.2', 'Tue, 09 Oct 2012 20:00:04', '734785.84902257216')
(1252, '65.3', '1970.4', '1984.5', 'Tue, 09 Oct 2012 20:00:34', '734785.84937009553')
(1253, '65.3', '1967.2', '1979.4', 'Tue, 09 Oct 2012 20:01:04', '734785.84971761855')
(1254, '65.3', '1964.2', '1974.2', 'Tue, 09 Oct 2012 20:01:34', '734785.85006515367')
(1255, '65.5', '1962.8', '1972.2', 'Tue, 09 Oct 2012 20:02:04', '734785.85041264177')
(1256, '65.3', '1962.3', '1970.7', 'Tue, 09 Oct 2012 20:02:34', '734785.85076014232')
(1257, '65.5', '1960.1', '1967.1', 'Tue, 09 Oct 2012 20:03:04', '734785.85110767721')
(1258, '65.8', '1957.9', '1965.6', 'Tue, 09 Oct 2012 20:03:34', '734785.85145520035')
(1259, '65.8', '1957.1', '1965.1', 'Tue, 09 Oct 2012 20:04:04', '734785.85180273536')
(1260, '65.8', '1955.1', '1962.1', 'Tue, 09 Oct 2012 20:04:34', '734785.85215024895')
(1261, '65.8', '1953.7', '1959.9', 'Tue, 09 Oct 2012 20:05:04', '734785.85249779327')
(1262, '65.8', '1953.7', '1958.5', 'Tue, 09 Oct 2012 20:05:34', '734785.85284530499')
(1263, '65.8', '1952.9', '1957.7', 'Tue, 09 Oct 2012 20:06:04', '734785.85319282836')
(1264, '65.8', '1951.2', '1957.0', 'Tue, 09 Oct 2012 20:06:34', '734785.85354036302')
(1265, '65.8', '1951.2', '1957.0', 'Tue, 09 Oct 2012 20:07:04', '734785.85388788662')
(1266, '65.8', '1951.2', '1955.3', 'Tue, 09 Oct 2012 20:07:34', '734785.85423539707')
(1267, '65.8', '1949.0', '1954.8', 'Tue, 09 Oct 2012 20:08:04', '734785.85458293161')
(1268, '66.0', '1948.3', '1953.3', 'Tue, 09 Oct 2012 20:08:34', '734785.85493044346')
(1269, '66.0', '1948.3', '1954.0', 'Tue, 09 Oct 2012 20:09:04', '734785.85527796671')
(1270, '66.0', '1947.6', '1952.6', 'Tue, 09 Oct 2012 20:09:34', '734785.85562548961')
(1271, '66.0', '1947.6', '1952.6', 'Tue, 09 Oct 2012 20:10:04', '734785.85597302485')
(1272, '66.0', '1947.6', '1951.8', 'Tue, 09 Oct 2012 20:10:34', '734785.85632055963')
(1273, '66.0', '1947.6', '1951.1', 'Tue, 09 Oct 2012 20:11:04', '734785.85666808230')
(1274, '66.0', '1946.8', '1951.1', 'Tue, 09 Oct 2012 20:11:35', '734785.85701559437')
(1275, '66.0', '1948.3', '1951.1', 'Tue, 09 Oct 2012 20:12:05', '734785.85736311774')
(1276, '66.0', '1955.7', '1953.3', 'Tue, 09 Oct 2012 20:12:35', '734785.85771062889')
(1277, '66.0', '1966.9', '1955.5', 'Tue, 09 Oct 2012 20:13:05', '734785.85805817565')
(1278, '66.2', '1975.8', '1958.7', 'Tue, 09 Oct 2012 20:13:35', '734785.85840569867')
(1279, '66.2', '1981.0', '1961.6', 'Tue, 09 Oct 2012 20:14:05', '734785.85875319899')
(1280, '66.2', '1985.4', '1963.8', 'Tue, 09 Oct 2012 20:14:35', '734785.85910074541')
(1281, '66.4', '1988.3', '1964.6', 'Tue, 09 Oct 2012 20:15:05', '734785.85944825725')
(1282, '66.2', '1992.1', '1965.3', 'Tue, 09 Oct 2012 20:15:35', '734785.85979579180')
(1283, '66.2', '1992.8', '1965.3', 'Tue, 09 Oct 2012 20:16:05', '734785.86014331551')
(1284, '66.2', '1993.5', '1964.6', 'Tue, 09 Oct 2012 20:16:35', '734785.86049082677')
(1285, '66.2', '1995.8', '1965.3', 'Tue, 09 Oct 2012 20:17:05', '734785.86083838507')
(1286, '66.2', '1995.8', '1965.3', 'Tue, 09 Oct 2012 20:17:35', '734785.86118589598')
(1287, '66.2', '1997.2', '1965.3', 'Tue, 09 Oct 2012 20:18:05', '734785.86153341969')
(1288, '66.2', '1998.7', '1966.0', 'Tue, 09 Oct 2012 20:18:35', '734785.86188095447')
(1289, '66.2', '1998.0', '1966.0', 'Tue, 09 Oct 2012 20:19:05', '734785.86222847784')
(1290, '66.2', '1999.5', '1966.8', 'Tue, 09 Oct 2012 20:19:35', '734785.86257601844')
(1291, '66.4', '2000.2', '1967.5', 'Tue, 09 Oct 2012 20:20:05', '734785.86292354751')
(1292, '66.4', '2001.2', '1967.5', 'Tue, 09 Oct 2012 20:20:35', '734785.86327105912')
(1293, '66.4', '2001.7', '1967.5', 'Tue, 09 Oct 2012 20:21:05', '734785.86361858214')
(1294, '66.4', '2003.2', '1968.2', 'Tue, 09 Oct 2012 20:21:35', '734785.86396610527')
(1295, '66.2', '2002.4', '1969.0', 'Tue, 09 Oct 2012 20:22:05', '734785.86431364028')
(1296, '66.4', '2003.9', '1969.7', 'Tue, 09 Oct 2012 20:22:35', '734785.86466115213')
(1297, '66.2', '2004.7', '1970.5', 'Tue, 09 Oct 2012 20:23:05', '734785.86500870320')
(1298, '66.2', '2005.4', '1970.5', 'Tue, 09 Oct 2012 20:23:35', '734785.86535619921')
(1299, '66.2', '2005.4', '1970.5', 'Tue, 09 Oct 2012 20:24:05', '734785.86570372339')
(1300, '66.4', '2007.6', '1971.2', 'Tue, 09 Oct 2012 20:24:35', '734785.86605125887')
(1301, '66.4', '2008.4', '1972.2', 'Tue, 09 Oct 2012 20:25:05', '734785.86639877036')
(1302, '66.4', '2007.6', '1971.9', 'Tue, 09 Oct 2012 20:25:35', '734785.86674631620')
(1303, '66.4', '2008.4', '1972.2', 'Tue, 09 Oct 2012 20:26:05', '734785.86709382851')
(1304, '66.7', '2009.9', '1973.7', 'Tue, 09 Oct 2012 20:26:35', '734785.86744135176')
(1305, '66.7', '2009.1', '1973.4', 'Tue, 09 Oct 2012 20:27:05', '734785.86778886197')
(1306, '66.7', '2010.6', '1973.4', 'Tue, 09 Oct 2012 20:27:35', '734785.86813641014')
(1307, '66.7', '2011.4', '1974.4', 'Tue, 09 Oct 2012 20:28:05', '734785.86848393246')
(1308, '66.7', '2011.6', '1975.1', 'Tue, 09 Oct 2012 20:28:35', '734785.86883129412')
(1309, '66.7', '2012.3', '1975.1', 'Tue, 09 Oct 2012 20:29:05', '734785.86917885230')
(1310, '66.7', '2014.1', '1975.6', 'Tue, 09 Oct 2012 20:29:35', '734785.86952637509')
(1311, '66.4', '2013.3', '1976.4', 'Tue, 09 Oct 2012 20:30:05', '734785.86987388704')
(1312, '66.7', '2014.3', '1976.6', 'Tue, 09 Oct 2012 20:30:35', '734785.87022143311')
(1313, '66.7', '2014.1', '1977.3', 'Tue, 09 Oct 2012 20:31:05', '734785.87056895671')
(1314, '66.7', '2015.0', '1978.1', 'Tue, 09 Oct 2012 20:31:36', '734785.87091645668')
(1315, '66.7', '2015.0', '1978.1', 'Tue, 09 Oct 2012 20:32:06', '734785.87126396899')
(1316, '66.7', '2015.8', '1978.8', 'Tue, 09 Oct 2012 20:32:36', '734785.87161152635')
(1317, '66.7', '2016.5', '1979.6', 'Tue, 09 Oct 2012 20:33:06', '734785.87195903843')
(1318, '66.7', '2016.5', '1979.6', 'Tue, 09 Oct 2012 20:33:36', '734785.87230656168')
(1319, '66.7', '2018.0', '1982.0', 'Tue, 09 Oct 2012 20:34:06', '734785.87265409622')
(1320, '66.7', '2018.8', '1981.3', 'Tue, 09 Oct 2012 20:34:36', '734785.87300161982')
(1321, '66.7', '2018.0', '1982.0', 'Tue, 09 Oct 2012 20:35:06', '734785.87334914331')
(1322, '66.7', '2019.0', '1982.2', 'Tue, 09 Oct 2012 20:35:36', '734785.87369665445')
(1323, '66.9', '2019.5', '1982.2', 'Tue, 09 Oct 2012 20:36:06', '734785.87404418900')
(1324, '66.9', '2018.8', '1983.0', 'Tue, 09 Oct 2012 20:36:36', '734785.87439167779')
(1325, '66.9', '2020.2', '1983.0', 'Tue, 09 Oct 2012 20:37:06', '734785.87473920116')
(1326, '66.9', '2021.0', '1983.7', 'Tue, 09 Oct 2012 20:37:36', '734785.87508673582')
(1327, '66.9', '2021.5', '1985.2', 'Tue, 09 Oct 2012 20:38:06', '734785.87543424766')
(1328, '66.9', '2022.2', '1985.2', 'Tue, 09 Oct 2012 20:38:36', '734785.87578177033')
(1329, '66.9', '2023.5', '1985.7', 'Tue, 09 Oct 2012 20:39:06', '734785.87612930534')
(1330, '66.9', '2023.5', '1985.7', 'Tue, 09 Oct 2012 20:39:36', '734785.87647681742')
(1331, '66.9', '2024.0', '1986.4', 'Tue, 09 Oct 2012 20:40:06', '734785.87682432868')
(1332, '66.9', '2024.7', '1987.2', 'Tue, 09 Oct 2012 20:40:36', '734785.87717187556')
(1333, '66.9', '2025.5', '1987.7', 'Tue, 09 Oct 2012 20:41:06', '734785.87751939846')
(1334, '66.9', '2025.5', '1986.7', 'Tue, 09 Oct 2012 20:41:36', '734785.87786692090')
(1335, '66.9', '2027.0', '1987.9', 'Tue, 09 Oct 2012 20:42:06', '734785.87821445719')
(1336, '66.9', '2025.5', '1989.2', 'Tue, 09 Oct 2012 20:42:36', '734785.87856195704')
(1337, '66.9', '2027.2', '1989.2', 'Tue, 09 Oct 2012 20:43:06', '734785.87890946714')
(1338, '66.9', '2028.5', '1989.2', 'Tue, 09 Oct 2012 20:43:36', '734785.87925702624')
(1339, '66.9', '2028.0', '1990.1', 'Tue, 09 Oct 2012 20:44:06', '734785.87960453727')
(1340, '66.9', '2028.0', '1990.9', 'Tue, 09 Oct 2012 20:44:36', '734785.87995204877')
(1341, '66.9', '2028.7', '1991.4', 'Tue, 09 Oct 2012 20:45:06', '734785.88029957283')
(1342, '66.9', '2028.7', '1993.4', 'Tue, 09 Oct 2012 20:45:36', '734785.88064710749')
(1343, '66.9', '2028.7', '1992.1', 'Tue, 09 Oct 2012 20:46:06', '734785.88099463086')
(1344, '66.9', '2029.5', '1992.8', 'Tue, 09 Oct 2012 20:46:36', '734785.88134207262')
(1345, '66.9', '2030.4', '1993.1', 'Tue, 09 Oct 2012 20:47:06', '734785.88168957282')
(1346, '67.1', '2030.4', '1993.8', 'Tue, 09 Oct 2012 20:47:36', '734785.88203712006')
