Log Date and Time Sat, 11 Apr 2009 09:18:50
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '570.4', '32.0', 'Fri, 10 Apr 2009 10:21:46', '733507.43178818526')
(276, '32.0', '969.1', '32.0', 'Fri, 10 Apr 2009 12:39:46', '733507.52762142755')
(277, '32.0', '971.0', '32.0', 'Fri, 10 Apr 2009 12:40:16', '733507.52796864964')
(278, '32.0', '971.7', '32.0', 'Fri, 10 Apr 2009 12:40:46', '733507.52831582574')
(279, '32.0', '973.0', '32.0', 'Fri, 10 Apr 2009 12:41:16', '733507.52866318671')
(280, '32.0', '974.3', '32.0', 'Fri, 10 Apr 2009 12:41:46', '733507.52901040891')
(281, '32.0', '975.8', '32.0', 'Fri, 10 Apr 2009 12:42:16', '733507.52935758501')
(282, '32.0', '976.3', '32.0', 'Fri, 10 Apr 2009 12:42:46', '733507.52970476099')
(283, '32.0', '977.6', '32.0', 'Fri, 10 Apr 2009 12:43:16', '733507.53005198308')
(284, '32.0', '979.1', '32.0', 'Fri, 10 Apr 2009 12:43:46', '733507.53039915906')
(285, '32.0', '981.1', '32.0', 'Fri, 10 Apr 2009 12:44:16', '733507.53074652015')
(286, '32.0', '981.8', '32.0', 'Fri, 10 Apr 2009 12:44:46', '733507.53109374235')
(287, '32.0', '983.1', '32.0', 'Fri, 10 Apr 2009 12:45:16', '733507.53144091845')
(288, '32.0', '985.1', '32.0', 'Fri, 10 Apr 2009 12:45:46', '733507.53178814065')
(289, '32.0', '986.4', '32.0', 'Fri, 10 Apr 2009 12:46:16', '733507.53213531652')
(290, '32.0', '987.0', '32.0', 'Fri, 10 Apr 2009 12:46:46', '733507.53248249227')
(291, '32.0', '988.3', '32.0', 'Fri, 10 Apr 2009 12:47:16', '733507.53282989981')
(292, '32.0', '989.0', '32.0', 'Fri, 10 Apr 2009 12:47:46', '733507.53317707556')
(293, '32.0', '990.3', '32.0', 'Fri, 10 Apr 2009 12:48:16', '733507.53352425166')
(294, '32.0', '991.9', '32.0', 'Fri, 10 Apr 2009 12:48:46', '733507.53387147386')
(295, '32.0', '993.2', '32.0', 'Fri, 10 Apr 2009 12:49:16', '733507.53421864996')
(296, '32.0', '994.5', '32.0', 'Fri, 10 Apr 2009 12:49:46', '733507.53456582571')
(297, '32.0', '995.8', '32.0', 'Fri, 10 Apr 2009 12:50:16', '733507.53491304803')
(298, '32.0', '996.5', '32.0', 'Fri, 10 Apr 2009 12:50:46', '733507.53526040912')
(299, '32.0', '998.4', '32.0', 'Fri, 10 Apr 2009 12:51:16', '733507.53560758498')
(300, '32.0', '999.1', '32.0', 'Fri, 10 Apr 2009 12:51:46', '733507.53595480719')
(301, '32.0', '1000.4', '32.0', 'Fri, 10 Apr 2009 12:52:16', '733507.53630198305')
(302, '32.0', '1001.7', '32.0', 'Fri, 10 Apr 2009 12:52:46', '733507.53664915904')
(303, '32.0', '1002.6', '32.0', 'Fri, 10 Apr 2009 12:53:16', '733507.53699638124')
(304, '32.0', '1003.7', '32.0', 'Fri, 10 Apr 2009 12:53:46', '733507.53734374279')
(305, '32.0', '1005.2', '32.0', 'Fri, 10 Apr 2009 12:54:16', '733507.53769091866')
(306, '32.0', '1005.9', '32.0', 'Fri, 10 Apr 2009 12:54:46', '733507.53803814040')
(307, '32.0', '1007.0', '32.0', 'Fri, 10 Apr 2009 12:55:16', '733507.53838531615')
(308, '32.0', '1008.5', '32.0', 'Fri, 10 Apr 2009 12:55:46', '733507.53873249236')
(309, '32.0', '1009.8', '32.0', 'Fri, 10 Apr 2009 12:56:16', '733507.53907971457')
(310, '32.0', '1010.5', '32.0', 'Fri, 10 Apr 2009 12:56:46', '733507.53942707554')
(311, '32.0', '1011.1', '32.0', 'Fri, 10 Apr 2009 12:57:16', '733507.53977429762')
(312, '32.0', '1013.3', '32.0', 'Fri, 10 Apr 2009 12:57:46', '733507.54012147360')
(313, '32.0', '1014.4', '32.0', 'Fri, 10 Apr 2009 12:58:16', '733507.54046864959')
(314, '32.0', '1016.6', '32.0', 'Fri, 10 Apr 2009 12:58:46', '733507.54081587167')
(315, '32.0', '1023.2', '32.0', 'Fri, 10 Apr 2009 12:59:16', '733507.54116304789')
(316, '32.0', '1028.3', '32.0', 'Fri, 10 Apr 2009 12:59:46', '733507.54151040898')
(317, '32.0', '1032.9', '32.0', 'Fri, 10 Apr 2009 13:00:16', '733507.54185763141')
(318, '32.0', '1036.4', '32.0', 'Fri, 10 Apr 2009 13:00:46', '733507.54220480740')
(319, '32.0', '1039.7', '32.0', 'Fri, 10 Apr 2009 13:01:16', '733507.54255202936')
(320, '32.0', '1042.3', '32.0', 'Fri, 10 Apr 2009 13:01:46', '733507.54289920523')
(321, '32.0', '1044.9', '32.0', 'Fri, 10 Apr 2009 13:02:16', '733507.54324638133')
(322, '32.0', '1047.6', '32.0', 'Fri, 10 Apr 2009 13:02:46', '733507.54359360354')
(323, '32.0', '1050.9', '32.0', 'Fri, 10 Apr 2009 13:03:16', '733507.54394096485')
(324, '32.0', '1052.8', '32.0', 'Fri, 10 Apr 2009 13:03:46', '733507.54428814072')
(325, '32.0', '1056.1', '32.0', 'Fri, 10 Apr 2009 13:04:16', '733507.54463536281')
(326, '32.0', '1058.1', '32.0', 'Fri, 10 Apr 2009 13:04:46', '733507.54498253879')
(327, '32.0', '1060.7', '32.0', 'Fri, 10 Apr 2009 13:05:16', '733507.54532971466')
(328, '32.0', '1062.9', '32.0', 'Fri, 10 Apr 2009 13:05:46', '733507.54567693698')
(329, '32.0', '1064.7', '32.0', 'Fri, 10 Apr 2009 13:06:16', '733507.54602429806')
(330, '32.0', '1067.5', '32.0', 'Fri, 10 Apr 2009 13:06:46', '733507.54637147405')
(331, '32.0', '1069.5', '32.0', 'Fri, 10 Apr 2009 13:07:16', '733507.54671869613')
(332, '32.0', '1072.1', '32.0', 'Fri, 10 Apr 2009 13:07:46', '733507.54706587212')
(333, '32.0', '1073.5', '32.0', 'Fri, 10 Apr 2009 13:08:16', '733507.54741304810')
(334, '32.0', '1075.4', '32.0', 'Fri, 10 Apr 2009 13:08:46', '733507.54776027065')
(335, '32.0', '1078.1', '32.0', 'Fri, 10 Apr 2009 13:09:16', '733507.54810763092')
(336, '32.0', '1080.1', '32.0', 'Fri, 10 Apr 2009 13:09:46', '733507.54845485359')
(337, '32.0', '1082.0', '32.0', 'Fri, 10 Apr 2009 13:10:16', '733507.54880202957')
(338, '32.0', '1084.0', '32.0', 'Fri, 10 Apr 2009 13:10:46', '733507.54914920533')
(339, '32.0', '1086.0', '32.0', 'Fri, 10 Apr 2009 13:11:16', '733507.54949642788')
(340, '32.0', '1088.2', '32.0', 'Fri, 10 Apr 2009 13:11:46', '733507.54984360363')
(341, '32.0', '1089.5', '32.0', 'Fri, 10 Apr 2009 13:12:16', '733507.55019096460')
(342, '32.0', '1091.9', '32.0', 'Fri, 10 Apr 2009 13:12:46', '733507.55053818692')
(343, '32.0', '1094.1', '32.0', 'Fri, 10 Apr 2009 13:13:16', '733507.55088536290')
(344, '32.0', '1096.1', '32.0', 'Fri, 10 Apr 2009 13:13:46', '733507.55123253888')
(345, '32.0', '1098.1', '32.0', 'Fri, 10 Apr 2009 13:14:16', '733507.55157976097')
(346, '32.0', '1100.1', '32.0', 'Fri, 10 Apr 2009 13:14:46', '733507.55192693695')
(347, '32.0', '1102.0', '32.0', 'Fri, 10 Apr 2009 13:15:16', '733507.55227434495')
(348, '32.0', '1104.0', '32.0', 'Fri, 10 Apr 2009 13:15:46', '733507.55262152012')
(349, '32.0', '1105.4', '32.0', 'Fri, 10 Apr 2009 13:16:16', '733507.55296869634')
(350, '32.0', '1107.5', '32.0', 'Fri, 10 Apr 2009 13:16:46', '733507.55331591843')
(351, '32.0', '1109.3', '32.0', 'Fri, 10 Apr 2009 13:17:16', '733507.55366309430')
(352, '32.0', '1110.8', '32.0', 'Fri, 10 Apr 2009 13:17:46', '733507.55401027028')
(353, '32.0', '1112.8', '32.0', 'Fri, 10 Apr 2009 13:18:16', '733507.55435749260')
(354, '32.0', '1114.8', '32.0', 'Fri, 10 Apr 2009 13:18:46', '733507.55470485368')
(355, '32.0', '1116.8', '32.0', 'Fri, 10 Apr 2009 13:19:16', '733507.55505202967')
(356, '32.0', '1118.8', '32.0', 'Fri, 10 Apr 2009 13:19:46', '733507.55539925187')
(357, '32.0', '1120.7', '32.0', 'Fri, 10 Apr 2009 13:20:16', '733507.55574642762')
(358, '32.0', '1122.3', '32.0', 'Fri, 10 Apr 2009 13:20:46', '733507.55609360361')
(359, '32.0', '1124.7', '32.0', 'Fri, 10 Apr 2009 13:21:16', '733507.55644082581')
(360, '32.0', '1125.6', '32.0', 'Fri, 10 Apr 2009 13:21:46', '733507.55678818678')
(361, '32.0', '1128.2', '32.0', 'Fri, 10 Apr 2009 13:22:16', '733507.55713536264')
(362, '32.0', '1130.2', '32.0', 'Fri, 10 Apr 2009 13:22:46', '733507.55748258496')
(363, '32.0', '1131.5', '32.0', 'Fri, 10 Apr 2009 13:23:16', '733507.55782976083')
(364, '32.0', '1133.5', '32.0', 'Fri, 10 Apr 2009 13:23:46', '733507.55817693681')
(365, '32.0', '1135.5', '32.0', 'Fri, 10 Apr 2009 13:24:16', '733507.55852415937')
(366, '32.0', '1136.8', '32.0', 'Fri, 10 Apr 2009 13:24:46', '733507.55887152045')
(367, '32.0', '1139.0', '32.0', 'Fri, 10 Apr 2009 13:25:16', '733507.55921874254')
(368, '32.0', '1140.3', '32.0', 'Fri, 10 Apr 2009 13:25:46', '733507.55956591829')
(369, '32.0', '1142.3', '32.0', 'Fri, 10 Apr 2009 13:26:16', '733507.55991309450')
(370, '32.0', '1144.3', '32.0', 'Fri, 10 Apr 2009 13:26:46', '733507.56026031659')
(371, '32.0', '1145.6', '32.0', 'Fri, 10 Apr 2009 13:27:16', '733507.56060749246')
(372, '32.0', '1147.6', '32.0', 'Fri, 10 Apr 2009 13:27:46', '733507.56095485354')
(373, '32.0', '1150.3', '32.0', 'Fri, 10 Apr 2009 13:28:16', '733507.56130207586')
(374, '32.0', '1150.9', '32.0', 'Fri, 10 Apr 2009 13:28:46', '733507.56164925185')
(375, '32.0', '1152.2', '32.0', 'Fri, 10 Apr 2009 13:29:16', '733507.56199647393')
(376, '32.0', '1154.2', '32.0', 'Fri, 10 Apr 2009 13:29:46', '733507.56234364992')
(377, '32.0', '1155.8', '32.0', 'Fri, 10 Apr 2009 13:30:16', '733507.56269082532')
(378, '32.0', '1157.8', '32.0', 'Fri, 10 Apr 2009 13:30:46', '733507.56303804810')
(379, '32.0', '1159.8', '32.0', 'Fri, 10 Apr 2009 13:31:16', '733507.56338540907')
(380, '32.0', '1161.1', '32.0', 'Fri, 10 Apr 2009 13:31:46', '733507.56373258482')
(381, '32.0', '1163.1', '32.0', 'Fri, 10 Apr 2009 13:32:16', '733507.56407980714')
(382, '32.0', '1164.4', '32.0', 'Fri, 10 Apr 2009 13:32:46', '733507.56442698324')
(383, '32.0', '1165.7', '32.0', 'Fri, 10 Apr 2009 13:33:16', '733507.56477415899')
(384, '32.0', '1167.7', '32.0', 'Fri, 10 Apr 2009 13:33:46', '733507.56512138131')
(385, '32.0', '1169.0', '32.0', 'Fri, 10 Apr 2009 13:34:16', '733507.56546874251')
(386, '32.0', '1170.4', '32.0', 'Fri, 10 Apr 2009 13:34:46', '733507.56581591838')
(387, '32.0', '1172.4', '32.0', 'Fri, 10 Apr 2009 13:35:16', '733507.56616314070')
(388, '32.0', '1174.5', '32.0', 'Fri, 10 Apr 2009 13:35:46', '733507.56651031668')
(389, '32.0', '1175.9', '32.0', 'Fri, 10 Apr 2009 13:36:16', '733507.56685753830')
(390, '32.0', '1178.5', '32.0', 'Fri, 10 Apr 2009 13:36:46', '733507.56720471475')
(391, '32.0', '1179.9', '32.0', 'Fri, 10 Apr 2009 13:37:16', '733507.56755207549')
(392, '32.0', '1181.2', '32.0', 'Fri, 10 Apr 2009 13:37:46', '733507.56789929804')
(393, '32.0', '1183.2', '32.0', 'Fri, 10 Apr 2009 13:38:16', '733507.56824647402')
(394, '32.0', '1184.5', '32.0', 'Fri, 10 Apr 2009 13:38:46', '733507.56859364989')
(395, '32.0', '1185.8', '32.0', 'Fri, 10 Apr 2009 13:39:16', '733507.56894087198')
(396, '32.0', '1186.5', '32.0', 'Fri, 10 Apr 2009 13:39:46', '733507.56928804785')
(397, '32.0', '1188.7', '32.0', 'Fri, 10 Apr 2009 13:40:16', '733507.56963540905')
(398, '32.0', '1190.7', '32.0', 'Fri, 10 Apr 2009 13:40:46', '733507.56998263136')
(399, '32.0', '1193.4', '32.0', 'Fri, 10 Apr 2009 13:41:16', '733507.57032980723')
(400, '32.0', '1194.7', '32.0', 'Fri, 10 Apr 2009 13:41:46', '733507.57067698310')
(401, '32.0', '1196.0', '32.0', 'Fri, 10 Apr 2009 13:42:16', '733507.57102420530')
(402, '32.0', '1197.4', '32.0', 'Fri, 10 Apr 2009 13:42:46', '733507.57137138129')
(403, '32.0', '1198.7', '32.0', 'Fri, 10 Apr 2009 13:43:16', '733507.57171878859')
(404, '32.0', '1200.0', '32.0', 'Fri, 10 Apr 2009 13:43:46', '733507.57206596469')
(405, '32.0', '1201.5', '32.0', 'Fri, 10 Apr 2009 13:44:16', '733507.57241314021')
(406, '32.0', '1203.3', '32.0', 'Fri, 10 Apr 2009 13:44:46', '733507.57276036276')
(407, '32.0', '1204.7', '32.0', 'Fri, 10 Apr 2009 13:45:16', '733507.57310753863')
(408, '32.0', '1206.7', '32.0', 'Fri, 10 Apr 2009 13:45:46', '733507.57345471473')
(409, '32.0', '1207.5', '32.0', 'Fri, 10 Apr 2009 13:46:16', '733507.57380193681')
(410, '32.0', '1210.2', '32.0', 'Fri, 10 Apr 2009 13:46:46', '733507.57414929790')
(411, '32.0', '1210.9', '32.0', 'Fri, 10 Apr 2009 13:47:16', '733507.57449652010')
(412, '32.0', '1212.2', '32.0', 'Fri, 10 Apr 2009 13:47:46', '733507.57484369597')
(413, '32.0', '1214.2', '32.0', 'Fri, 10 Apr 2009 13:48:16', '733507.57519087172')
(414, '32.0', '1215.5', '32.0', 'Fri, 10 Apr 2009 13:48:46', '733507.57553809404')
(415, '32.0', '1216.8', '32.0', 'Fri, 10 Apr 2009 13:49:16', '733507.57588526991')
(416, '32.0', '1217.5', '32.0', 'Fri, 10 Apr 2009 13:49:46', '733507.57623263111')
(417, '32.0', '1219.5', '32.0', 'Fri, 10 Apr 2009 13:50:16', '733507.57657985331')
(418, '32.0', '1220.8', '32.0', 'Fri, 10 Apr 2009 13:50:46', '733507.57692702918')
(419, '32.0', '1223.1', '32.0', 'Fri, 10 Apr 2009 13:51:16', '733507.57727420528')
(420, '32.0', '1224.4', '32.0', 'Fri, 10 Apr 2009 13:51:46', '733507.57762142725')
(421, '32.0', '1225.1', '32.0', 'Fri, 10 Apr 2009 13:52:16', '733507.57796860323')
(422, '32.0', '1227.7', '32.0', 'Fri, 10 Apr 2009 13:52:46', '733507.57831596432')
(423, '32.0', '1229.1', '32.0', 'Fri, 10 Apr 2009 13:53:16', '733507.57866318652')
(424, '32.0', '1230.4', '32.0', 'Fri, 10 Apr 2009 13:53:46', '733507.57901036250')
(425, '32.0', '1231.7', '32.0', 'Fri, 10 Apr 2009 13:54:16', '733507.57935753837')
(426, '32.0', '1233.1', '32.0', 'Fri, 10 Apr 2009 13:54:46', '733507.57970476069')
(427, '32.0', '1234.4', '32.0', 'Fri, 10 Apr 2009 13:55:16', '733507.58005193633')
(428, '32.0', '1235.1', '32.0', 'Fri, 10 Apr 2009 13:55:46', '733507.58039929741')
(429, '32.0', '1236.4', '32.0', 'Fri, 10 Apr 2009 13:56:16', '733507.58074652019')
(430, '32.0', '1237.7', '32.0', 'Fri, 10 Apr 2009 13:56:46', '733507.58109369595')
(431, '32.0', '1239.3', '32.0', 'Fri, 10 Apr 2009 13:57:16', '733507.58144087193')
(432, '32.0', '1240.6', '32.0', 'Fri, 10 Apr 2009 13:57:46', '733507.58178809413')
(433, '32.0', '1242.0', '32.0', 'Fri, 10 Apr 2009 13:58:16', '733507.58213527000')
(434, '32.0', '1243.3', '32.0', 'Fri, 10 Apr 2009 13:58:46', '733507.58248249232')
(435, '32.0', '1244.6', '32.0', 'Fri, 10 Apr 2009 13:59:16', '733507.58282985352')
(436, '32.0', '1245.5', '32.0', 'Fri, 10 Apr 2009 13:59:46', '733507.58317702939')
(437, '32.0', '1247.3', '32.0', 'Fri, 10 Apr 2009 14:00:16', '733507.58352425159')
(438, '32.0', '1248.9', '32.0', 'Fri, 10 Apr 2009 14:00:46', '733507.58387142757')
(439, '32.0', '1250.2', '32.0', 'Fri, 10 Apr 2009 14:01:16', '733507.58421860344')
(440, '32.0', '1251.5', '32.0', 'Fri, 10 Apr 2009 14:01:46', '733507.58456582518')
(441, '32.0', '1252.2', '32.0', 'Fri, 10 Apr 2009 14:02:16', '733507.58491318685')
(442, '32.0', '1254.2', '32.0', 'Fri, 10 Apr 2009 14:02:46', '733507.58526040963')
(443, '32.0', '1256.2', '32.0', 'Fri, 10 Apr 2009 14:03:16', '733507.58560758538')
(444, '32.0', '1262.2', '32.0', 'Fri, 10 Apr 2009 14:03:46', '733507.58595476137')
(445, '32.0', '1268.2', '32.0', 'Fri, 10 Apr 2009 14:04:16', '733507.58630198368')
(446, '32.0', '1271.1', '32.0', 'Fri, 10 Apr 2009 14:04:46', '733507.58664915967')
(447, '32.0', '1272.3', '32.0', 'Fri, 10 Apr 2009 14:05:16', '733507.58699652075')
(448, '32.0', '1277.0', '32.0', 'Fri, 10 Apr 2009 14:05:46', '733507.58734374295')
(449, '32.0', '1278.5', '32.0', 'Fri, 10 Apr 2009 14:06:16', '733507.58769091882')
(450, '32.0', '1281.2', '32.0', 'Fri, 10 Apr 2009 14:06:46', '733507.58803809504')
(451, '32.0', '1283.2', '32.0', 'Fri, 10 Apr 2009 14:07:16', '733507.58838534402')
(452, '32.0', '1285.9', '32.0', 'Fri, 10 Apr 2009 14:07:46', '733507.58873249264')
(453, '32.0', '1287.9', '32.0', 'Fri, 10 Apr 2009 14:08:16', '733507.58907985385')
(454, '32.0', '1289.9', '32.0', 'Fri, 10 Apr 2009 14:08:46', '733507.58942707605')
(455, '32.0', '1292.6', '32.0', 'Fri, 10 Apr 2009 14:09:16', '733507.58977425192')
(456, '32.0', '1293.9', '32.0', 'Fri, 10 Apr 2009 14:09:46', '733507.59012142790')
(457, '32.0', '1297.3', '32.0', 'Fri, 10 Apr 2009 14:10:16', '733507.59046864999')
(458, '32.0', '1299.3', '32.0', 'Fri, 10 Apr 2009 14:10:46', '733507.59081582597')
(459, '32.0', '1302.0', '32.0', 'Fri, 10 Apr 2009 14:11:16', '733507.59116318705')
(460, '32.0', '1303.6', '32.0', 'Fri, 10 Apr 2009 14:11:46', '733507.59151040937')
(461, '32.0', '1306.3', '32.0', 'Fri, 10 Apr 2009 14:12:16', '733507.59185758536')
(462, '32.0', '1308.9', '32.0', 'Fri, 10 Apr 2009 14:12:46', '733507.59220480768')
(463, '32.0', '1312.3', '32.0', 'Fri, 10 Apr 2009 14:13:16', '733507.59255198331')
(464, '32.0', '1315.0', '32.0', 'Fri, 10 Apr 2009 14:13:46', '733507.59289915976')
(465, '32.0', '1316.3', '32.0', 'Fri, 10 Apr 2009 14:14:16', '733507.59324638138')
(466, '32.0', '1317.7', '32.0', 'Fri, 10 Apr 2009 14:14:46', '733507.59359374258')
(467, '32.0', '1319.0', '32.0', 'Fri, 10 Apr 2009 14:15:16', '733507.59394091845')
(468, '32.0', '1321.1', '32.0', 'Fri, 10 Apr 2009 14:15:46', '733507.59428814065')
(469, '32.0', '1324.4', '32.0', 'Fri, 10 Apr 2009 14:16:16', '733507.59463531664')
(470, '32.0', '1327.3', '32.0', 'Fri, 10 Apr 2009 14:16:46', '733507.59498253837')
(471, '32.0', '1330.0', '32.0', 'Fri, 10 Apr 2009 14:17:16', '733507.59532971471')
(472, '32.0', '1330.7', '32.0', 'Fri, 10 Apr 2009 14:17:46', '733507.59567707591')
(473, '32.0', '1332.0', '32.0', 'Fri, 10 Apr 2009 14:18:16', '733507.59602429823')
(474, '32.0', '1334.8', '32.0', 'Fri, 10 Apr 2009 14:18:46', '733507.59637147421')
(475, '32.0', '1335.4', '32.0', 'Fri, 10 Apr 2009 14:19:16', '733507.59671864996')
(476, '32.0', '1336.8', '32.0', 'Fri, 10 Apr 2009 14:19:46', '733507.59706587228')
(477, '32.0', '1340.2', '32.0', 'Fri, 10 Apr 2009 14:20:16', '733507.59741304815')
(478, '32.0', '1343.8', '32.0', 'Fri, 10 Apr 2009 14:20:46', '733507.59776040935')
(479, '32.0', '1343.8', '32.0', 'Fri, 10 Apr 2009 14:21:16', '733507.59810763143')
(480, '32.0', '1345.5', '32.0', 'Fri, 10 Apr 2009 14:21:46', '733507.59845480754')
(481, '32.0', '1348.5', '32.0', 'Fri, 10 Apr 2009 14:22:16', '733507.59880198329')
(482, '32.0', '1350.5', '32.0', 'Fri, 10 Apr 2009 14:22:46', '733507.59914920561')
(483, '32.0', '1352.5', '32.0', 'Fri, 10 Apr 2009 14:23:16', '733507.59949638159')
(484, '32.0', '1354.6', '32.0', 'Fri, 10 Apr 2009 14:23:46', '733507.59984374268')
(485, '32.0', '1356.6', '32.0', 'Fri, 10 Apr 2009 14:24:16', '733507.60019096476')
(486, '32.0', '1356.6', '32.0', 'Fri, 10 Apr 2009 14:24:46', '733507.60053814086')
(487, '32.0', '1358.6', '32.0', 'Fri, 10 Apr 2009 14:25:16', '733507.60088531661')
(488, '32.0', '1360.9', '32.0', 'Fri, 10 Apr 2009 14:25:46', '733507.60123253881')
(489, '32.0', '1361.6', '32.0', 'Fri, 10 Apr 2009 14:26:16', '733507.60157971515')
(490, '32.0', '1362.9', '32.0', 'Fri, 10 Apr 2009 14:26:46', '733507.60192707600')
(491, '32.0', '1365.6', '32.0', 'Fri, 10 Apr 2009 14:27:16', '733507.60227429809')
(492, '32.0', '1367.6', '32.0', 'Fri, 10 Apr 2009 14:27:46', '733507.60262147360')
(493, '32.0', '1369.7', '32.0', 'Fri, 10 Apr 2009 14:28:16', '733507.60296865006')
(494, '32.0', '1371.0', '32.0', 'Fri, 10 Apr 2009 14:28:46', '733507.60331587237')
(495, '32.0', '1372.4', '32.0', 'Fri, 10 Apr 2009 14:29:16', '733507.60366304812')
(496, '32.0', '1374.4', '32.0', 'Fri, 10 Apr 2009 14:29:46', '733507.60401027033')
(497, '32.0', '1376.7', '32.0', 'Fri, 10 Apr 2009 14:30:16', '733507.60435763141')
(498, '32.0', '1378.0', '32.0', 'Fri, 10 Apr 2009 14:30:46', '733507.60470480740')
(499, '32.0', '1379.4', '32.0', 'Fri, 10 Apr 2009 14:31:16', '733507.60505202971')
(500, '32.0', '1381.4', '32.0', 'Fri, 10 Apr 2009 14:31:46', '733507.60539920558')
(501, '32.0', '1384.1', '32.0', 'Fri, 10 Apr 2009 14:32:16', '733507.60574638145')
(502, '32.0', '1385.5', '32.0', 'Fri, 10 Apr 2009 14:32:46', '733507.60609360342')
(503, '32.0', '1386.9', '32.0', 'Fri, 10 Apr 2009 14:33:16', '733507.60644096485')
(504, '32.0', '1389.1', '32.0', 'Fri, 10 Apr 2009 14:33:46', '733507.60678818705')
(505, '32.0', '1390.9', '32.0', 'Fri, 10 Apr 2009 14:34:16', '733507.60713536292')
(506, '32.0', '1392.5', '32.0', 'Fri, 10 Apr 2009 14:34:46', '733507.60748253914')
(507, '32.0', '1394.3', '32.0', 'Fri, 10 Apr 2009 14:35:16', '733507.60782976111')
(508, '32.0', '1395.2', '32.0', 'Fri, 10 Apr 2009 14:35:46', '733507.60817693709')
(509, '32.0', '1397.9', '32.0', 'Fri, 10 Apr 2009 14:36:16', '733507.60852429818')
(510, '32.0', '1398.6', '32.0', 'Fri, 10 Apr 2009 14:36:46', '733507.60887152026')
(511, '32.0', '1400.7', '32.0', 'Fri, 10 Apr 2009 14:37:16', '733507.60921869625')
(512, '32.0', '1402.2', '32.0', 'Fri, 10 Apr 2009 14:37:46', '733507.60956587235')
(513, '32.0', '1404.1', '32.0', 'Fri, 10 Apr 2009 14:38:16', '733507.60991309443')
(514, '32.0', '1405.7', '32.0', 'Fri, 10 Apr 2009 14:38:46', '733507.61026027042')
(515, '32.0', '1407.0', '32.0', 'Fri, 10 Apr 2009 14:39:16', '733507.61060763150')
(516, '32.0', '1409.1', '32.0', 'Fri, 10 Apr 2009 14:39:46', '733507.61095485382')
(517, '32.0', '1410.4', '32.0', 'Fri, 10 Apr 2009 14:40:16', '733507.61130202969')
(518, '32.0', '1412.5', '32.0', 'Fri, 10 Apr 2009 14:40:46', '733507.61164920556')
(519, '32.0', '1413.2', '32.0', 'Fri, 10 Apr 2009 14:41:16', '733507.61199642776')
(520, '32.0', '1413.8', '32.0', 'Fri, 10 Apr 2009 14:41:46', '733507.61234360375')
(521, '32.0', '1415.2', '32.0', 'Fri, 10 Apr 2009 14:42:16', '733507.61269082595')
(522, '32.0', '1417.5', '32.0', 'Fri, 10 Apr 2009 14:42:46', '733507.61303818703')
(523, '32.0', '1418.8', '32.0', 'Fri, 10 Apr 2009 14:43:16', '733507.61338536290')
(524, '32.0', '1420.9', '32.0', 'Fri, 10 Apr 2009 14:43:46', '733507.61373258522')
(525, '32.0', '1422.9', '32.0', 'Fri, 10 Apr 2009 14:44:16', '733507.61407976132')
(526, '32.0', '1422.2', '32.0', 'Fri, 10 Apr 2009 14:44:46', '733507.61442693719')
(527, '32.0', '1423.6', '32.0', 'Fri, 10 Apr 2009 14:45:16', '733507.61477415927')
(528, '32.0', '1425.9', '32.0', 'Fri, 10 Apr 2009 14:45:46', '733507.61512152036')
(529, '32.0', '1427.2', '32.0', 'Fri, 10 Apr 2009 14:46:16', '733507.61546869623')
(530, '32.0', '1429.3', '32.0', 'Fri, 10 Apr 2009 14:46:46', '733507.61581591843')
(531, '32.0', '1432.0', '32.0', 'Fri, 10 Apr 2009 14:47:16', '733507.61616309430')
(532, '32.0', '1434.1', '32.0', 'Fri, 10 Apr 2009 14:47:46', '733507.61651031661')
(533, '32.0', '1434.1', '32.0', 'Fri, 10 Apr 2009 14:48:16', '733507.61685749260')
(534, '32.0', '1436.1', '32.0', 'Fri, 10 Apr 2009 14:48:46', '733507.61720485415')
(535, '32.0', '1437.7', '32.0', 'Fri, 10 Apr 2009 14:49:16', '733507.61755207542')
(536, '32.0', '1439.1', '32.0', 'Fri, 10 Apr 2009 14:49:46', '733507.61789925187')
(537, '32.0', '1441.1', '32.0', 'Fri, 10 Apr 2009 14:50:16', '733507.61824642785')
(538, '32.0', '1443.2', '32.0', 'Fri, 10 Apr 2009 14:50:46', '733507.61859365017')
(539, '32.0', '1444.5', '32.0', 'Fri, 10 Apr 2009 14:51:16', '733507.61894082581')
(540, '32.0', '1446.6', '32.0', 'Fri, 10 Apr 2009 14:51:46', '733507.61928818701')
(541, '32.0', '1448.7', '32.0', 'Fri, 10 Apr 2009 14:52:16', '733507.61963540921')
(542, '32.0', '1450.0', '32.0', 'Fri, 10 Apr 2009 14:52:46', '733507.61998258554')
(543, '32.0', '1451.6', '32.0', 'Fri, 10 Apr 2009 14:53:16', '733507.62032980728')
(544, '32.0', '1453.0', '32.0', 'Fri, 10 Apr 2009 14:53:46', '733507.62067698326')
(545, '32.0', '1454.4', '32.0', 'Fri, 10 Apr 2009 14:54:16', '733507.62102415925')
(546, '32.0', '1455.7', '32.0', 'Fri, 10 Apr 2009 14:54:46', '733507.62137156655')
(547, '32.0', '1457.1', '32.0', 'Fri, 10 Apr 2009 14:55:16', '733507.62171874277')
